Perioden,Regio's,Gemiddelde woningwaarde (1 000 euro)
1997,Voorschoten,123
1998,Voorschoten,123
1999,Voorschoten,124
2000,Voorschoten,123
2001,Voorschoten,183
2002,Voorschoten,182
2003,Voorschoten,183
2004,Voorschoten,185
2005,Voorschoten,269
2006,Voorschoten,270
2007,Voorschoten,284
2008,Voorschoten,294
2009,Voorschoten,309
2010,Voorschoten,313
2011,Voorschoten,311
2012,Voorschoten,305
2013,Voorschoten,300
2014,Voorschoten,288
2015,Voorschoten,280
2016,Voorschoten,281
2017,Voorschoten,328
2018**,Voorschoten,311
2019*,Voorschoten,340
2020*,Voorschoten,370
1997,Voorst,92
1998,Voorst,94
1999,Voorst,94
2000,Voorst,95
2001,Voorst,180
2002,Voorst,179
2003,Voorst,181
2004,Voorst,181
2005,Voorst,268
2006,Voorst,267
2007,Voorst,284
2008,Voorst,302
2009,Voorst,309
2010,Voorst,312
2011,Voorst,299
2012,Voorst,287
2013,Voorst,278
2014,Voorst,264
2015,Voorst,247
2016,Voorst,254
2017,Voorst,261
2018**,Voorst,275
2019*,Voorst,299
2020*,Voorst,320
1997,Vorden,100
1998,Vorden,100
1999,Vorden,103
2000,Vorden,100
2001,Vorden,167
2002,Vorden,
2003,Vorden,
2004,Vorden,
2005,Vorden,
2006,Vorden,
2007,Vorden,
2008,Vorden,
2009,Vorden,
2010,Vorden,
2011,Vorden,
2012,Vorden,
2013,Vorden,
2014,Vorden,
2015,Vorden,
2016,Vorden,
2017,Vorden,
2018**,Vorden,
2019*,Vorden,
2020*,Vorden,
1997,Vries,102
1998,Vries,
1999,Vries,
2000,Vries,
2001,Vries,
2002,Vries,
2003,Vries,
2004,Vries,
2005,Vries,
2006,Vries,
2007,Vries,
2008,Vries,
2009,Vries,
2010,Vries,
2011,Vries,
2012,Vries,
2013,Vries,
2014,Vries,
2015,Vries,
2016,Vries,
2017,Vries,
2018**,Vries,
2019*,Vries,
2020*,Vries,
1997,Vriezenveen,73
1998,Vriezenveen,73
1999,Vriezenveen,74
2000,Vriezenveen,74
2001,Vriezenveen,123
2002,Vriezenveen,
2003,Vriezenveen,
2004,Vriezenveen,
2005,Vriezenveen,
2006,Vriezenveen,
2007,Vriezenveen,
2008,Vriezenveen,
2009,Vriezenveen,
2010,Vriezenveen,
2011,Vriezenveen,
2012,Vriezenveen,
2013,Vriezenveen,
2014,Vriezenveen,
2015,Vriezenveen,
2016,Vriezenveen,
2017,Vriezenveen,
2018**,Vriezenveen,
2019*,Vriezenveen,
2020*,Vriezenveen,
1997,Vught,118
1998,Vught,118
1999,Vught,118
2000,Vught,119
2001,Vught,190
2002,Vught,192
2003,Vught,191
2004,Vught,192
2005,Vught,300
2006,Vught,298
2007,Vught,331
2008,Vught,353
2009,Vught,365
2010,Vught,367
2011,Vught,361
2012,Vught,350
2013,Vught,339
2014,Vught,324
2015,Vught,317
2016,Vught,315
2017,Vught,327
2018**,Vught,345
2019*,Vught,369
2020*,Vught,394
1997,Waadhoeke,
1998,Waadhoeke,
1999,Waadhoeke,
2000,Waadhoeke,
2001,Waadhoeke,
2002,Waadhoeke,
2003,Waadhoeke,
2004,Waadhoeke,
2005,Waadhoeke,
2006,Waadhoeke,
2007,Waadhoeke,
2008,Waadhoeke,
2009,Waadhoeke,
2010,Waadhoeke,
2011,Waadhoeke,
2012,Waadhoeke,
2013,Waadhoeke,
2014,Waadhoeke,
2015,Waadhoeke,
2016,Waadhoeke,
2017,Waadhoeke,
2018**,Waadhoeke,154
2019*,Waadhoeke,163
2020*,Waadhoeke,173
1997,Waalre,130
1998,Waalre,131
1999,Waalre,130
2000,Waalre,130
2001,Waalre,209
2002,Waalre,209
2003,Waalre,210
2004,Waalre,211
2005,Waalre,304
2006,Waalre,304
2007,Waalre,330
2008,Waalre,353
2009,Waalre,368
2010,Waalre,366
2011,Waalre,348
2012,Waalre,338
2013,Waalre,323
2014,Waalre,301
2015,Waalre,291
2016,Waalre,298
2017,Waalre,305
2018**,Waalre,316
2019*,Waalre,335
2020*,Waalre,356
1997,Waalwijk,76
1998,Waalwijk,76
1999,Waalwijk,77
2000,Waalwijk,77
2001,Waalwijk,133
2002,Waalwijk,134
2003,Waalwijk,134
2004,Waalwijk,135
2005,Waalwijk,225
2006,Waalwijk,225
2007,Waalwijk,248
2008,Waalwijk,261
2009,Waalwijk,263
2010,Waalwijk,266
2011,Waalwijk,254
2012,Waalwijk,244
2013,Waalwijk,231
2014,Waalwijk,217
2015,Waalwijk,210
2016,Waalwijk,208
2017,Waalwijk,212
2018**,Waalwijk,222
2019*,Waalwijk,237
2020*,Waalwijk,252
1997,Waddinxveen,89
1998,Waddinxveen,89
1999,Waddinxveen,90
2000,Waddinxveen,91
2001,Waddinxveen,144
2002,Waddinxveen,144
2003,Waddinxveen,144
2004,Waddinxveen,145
2005,Waddinxveen,211
2006,Waddinxveen,212
2007,Waddinxveen,227
2008,Waddinxveen,237
2009,Waddinxveen,243
2010,Waddinxveen,241
2011,Waddinxveen,238
2012,Waddinxveen,230
2013,Waddinxveen,221
2014,Waddinxveen,206
2015,Waddinxveen,201
2016,Waddinxveen,201
2017,Waddinxveen,205
2018**,Waddinxveen,214
2019*,Waddinxveen,232
2020*,Waddinxveen,262
1997,Wageningen,76
1998,Wageningen,77
1999,Wageningen,76
2000,Wageningen,73
2001,Wageningen,134
2002,Wageningen,141
2003,Wageningen,142
2004,Wageningen,143
2005,Wageningen,201
2006,Wageningen,202
2007,Wageningen,228
2008,Wageningen,246
2009,Wageningen,252
2010,Wageningen,262
2011,Wageningen,261
2012,Wageningen,258
2013,Wageningen,253
2014,Wageningen,244
2015,Wageningen,237
2016,Wageningen,234
2017,Wageningen,220
2018**,Wageningen,231
2019*,Wageningen,226
2020*,Wageningen,240
1997,Warmond,121
1998,Warmond,121
1999,Warmond,121
2000,Warmond,121
2001,Warmond,218
2002,Warmond,
2003,Warmond,
2004,Warmond,
2005,Warmond,
2006,Warmond,
2007,Warmond,
2008,Warmond,
2009,Warmond,
2010,Warmond,
2011,Warmond,
2012,Warmond,
2013,Warmond,
2014,Warmond,
2015,Warmond,
2016,Warmond,
2017,Warmond,
2018**,Warmond,
2019*,Warmond,
2020*,Warmond,
1997,Warnsveld,104
1998,Warnsveld,104
1999,Warnsveld,104
2000,Warnsveld,104
2001,Warnsveld,148
2002,Warnsveld,
2003,Warnsveld,
2004,Warnsveld,
2005,Warnsveld,
2006,Warnsveld,
2007,Warnsveld,
2008,Warnsveld,
2009,Warnsveld,
2010,Warnsveld,
2011,Warnsveld,
2012,Warnsveld,
2013,Warnsveld,
2014,Warnsveld,
2015,Warnsveld,
2016,Warnsveld,
2017,Warnsveld,
2018**,Warnsveld,
2019*,Warnsveld,
2020*,Warnsveld,
1997,Wassenaar,177
1998,Wassenaar,177
1999,Wassenaar,178
2000,Wassenaar,179
2001,Wassenaar,323
2002,Wassenaar,322
2003,Wassenaar,323
2004,Wassenaar,323
2005,Wassenaar,512
2006,Wassenaar,503
2007,Wassenaar,521
2008,Wassenaar,552
2009,Wassenaar,568
2010,Wassenaar,562
2011,Wassenaar,550
2012,Wassenaar,536
2013,Wassenaar,514
2014,Wassenaar,482
2015,Wassenaar,461
2016,Wassenaar,476
2017,Wassenaar,484
2018**,Wassenaar,523
2019*,Wassenaar,570
2020*,Wassenaar,607
1997,Wateringen,95
1998,Wateringen,95
1999,Wateringen,96
2000,Wateringen,95
2001,Wateringen,144
2002,Wateringen,
2003,Wateringen,
2004,Wateringen,
2005,Wateringen,
2006,Wateringen,
2007,Wateringen,
2008,Wateringen,
2009,Wateringen,
2010,Wateringen,
2011,Wateringen,
2012,Wateringen,
2013,Wateringen,
2014,Wateringen,
2015,Wateringen,
2016,Wateringen,
2017,Wateringen,
2018**,Wateringen,
2019*,Wateringen,
2020*,Wateringen,
1997,Waterland,96
1998,Waterland,96
1999,Waterland,97
2000,Waterland,97
2001,Waterland,171
2002,Waterland,170
2003,Waterland,171
2004,Waterland,172
2005,Waterland,249
2006,Waterland,253
2007,Waterland,283
2008,Waterland,306
2009,Waterland,316
2010,Waterland,315
2011,Waterland,304
2012,Waterland,300
2013,Waterland,286
2014,Waterland,268
2015,Waterland,260
2016,Waterland,267
2017,Waterland,283
2018**,Waterland,302
2019*,Waterland,334
2020*,Waterland,359
1997,Weerselo,89
1998,Weerselo,89
1999,Weerselo,90
2000,Weerselo,90
2001,Weerselo,
2002,Weerselo,
2003,Weerselo,
2004,Weerselo,
2005,Weerselo,
2006,Weerselo,
2007,Weerselo,
2008,Weerselo,
2009,Weerselo,
2010,Weerselo,
2011,Weerselo,
2012,Weerselo,
2013,Weerselo,
2014,Weerselo,
2015,Weerselo,
2016,Weerselo,
2017,Weerselo,
2018**,Weerselo,
2019*,Weerselo,
2020*,Weerselo,
1997,Weert,87
1998,Weert,88
1999,Weert,89
2000,Weert,89
2001,Weert,147
2002,Weert,148
2003,Weert,149
2004,Weert,150
2005,Weert,209
2006,Weert,210
2007,Weert,223
2008,Weert,241
2009,Weert,245
2010,Weert,248
2011,Weert,241
2012,Weert,237
2013,Weert,227
2014,Weert,211
2015,Weert,205
2016,Weert,203
2017,Weert,206
2018**,Weert,219
2019*,Weert,235
2020*,Weert,249
1997,Weesp,79
1998,Weesp,81
1999,Weesp,82
2000,Weesp,83
2001,Weesp,131
2002,Weesp,132
2003,Weesp,132
2004,Weesp,132
2005,Weesp,206
2006,Weesp,206
2007,Weesp,219
2008,Weesp,237
2009,Weesp,246
2010,Weesp,254
2011,Weesp,250
2012,Weesp,242
2013,Weesp,233
2014,Weesp,224
2015,Weesp,221
2016,Weesp,221
2017,Weesp,228
2018**,Weesp,253
2019*,Weesp,288
2020*,Weesp,351
1997,Wehl,99
1998,Wehl,100
1999,Wehl,100
2000,Wehl,101
2001,Wehl,160
2002,Wehl,
2003,Wehl,
2004,Wehl,
2005,Wehl,
2006,Wehl,
2007,Wehl,
2008,Wehl,
2009,Wehl,
2010,Wehl,
2011,Wehl,
2012,Wehl,
2013,Wehl,
2014,Wehl,
2015,Wehl,
2016,Wehl,
2017,Wehl,
2018**,Wehl,
2019*,Wehl,
2020*,Wehl,
1997,Werkendam,99
1998,Werkendam,99
1999,Werkendam,99
2000,Werkendam,99
2001,Werkendam,142
2002,Werkendam,144
2003,Werkendam,145
2004,Werkendam,145
2005,Werkendam,214
2006,Werkendam,215
2007,Werkendam,242
2008,Werkendam,257
2009,Werkendam,267
2010,Werkendam,270
2011,Werkendam,266
2012,Werkendam,256
2013,Werkendam,247
2014,Werkendam,235
2015,Werkendam,230
2016,Werkendam,229
2017,Werkendam,231
2018**,Werkendam,237
2019*,Werkendam,
2020*,Werkendam,
1997,Wervershoof,85
1998,Wervershoof,85
1999,Wervershoof,85
2000,Wervershoof,86
2001,Wervershoof,134
2002,Wervershoof,134
2003,Wervershoof,134
2004,Wervershoof,135
2005,Wervershoof,216
2006,Wervershoof,216
2007,Wervershoof,226
2008,Wervershoof,234
2009,Wervershoof,248
2010,Wervershoof,247
2011,Wervershoof,
2012,Wervershoof,
2013,Wervershoof,
2014,Wervershoof,
2015,Wervershoof,
2016,Wervershoof,
2017,Wervershoof,
2018**,Wervershoof,
2019*,Wervershoof,
2020*,Wervershoof,
1997,West Betuwe,
1998,West Betuwe,
1999,West Betuwe,
2000,West Betuwe,
2001,West Betuwe,
2002,West Betuwe,
2003,West Betuwe,
2004,West Betuwe,
2005,West Betuwe,
2006,West Betuwe,
2007,West Betuwe,
2008,West Betuwe,
2009,West Betuwe,
2010,West Betuwe,
2011,West Betuwe,
2012,West Betuwe,
2013,West Betuwe,
2014,West Betuwe,
2015,West Betuwe,
2016,West Betuwe,
2017,West Betuwe,
2018**,West Betuwe,
2019*,West Betuwe,281
2020*,West Betuwe,       .
1997,West Maas en Waal,102
1998,West Maas en Waal,103
1999,West Maas en Waal,103
2000,West Maas en Waal,106
2001,West Maas en Waal,154
2002,West Maas en Waal,155
2003,West Maas en Waal,156
2004,West Maas en Waal,155
2005,West Maas en Waal,251
2006,West Maas en Waal,253
2007,West Maas en Waal,265
2008,West Maas en Waal,282
2009,West Maas en Waal,293
2010,West Maas en Waal,296
2011,West Maas en Waal,284
2012,West Maas en Waal,270
2013,West Maas en Waal,262
2014,West Maas en Waal,244
2015,West Maas en Waal,235
2016,West Maas en Waal,236
2017,West Maas en Waal,236
2018**,West Maas en Waal,238
2019*,West Maas en Waal,246
2020*,West Maas en Waal,271
1997,Westerbork,77
1998,Westerbork,
1999,Westerbork,
2000,Westerbork,
2001,Westerbork,
2002,Westerbork,
2003,Westerbork,
2004,Westerbork,
2005,Westerbork,
2006,Westerbork,
2007,Westerbork,
2008,Westerbork,
2009,Westerbork,
2010,Westerbork,
2011,Westerbork,
2012,Westerbork,
2013,Westerbork,
2014,Westerbork,
2015,Westerbork,
2016,Westerbork,
2017,Westerbork,
2018**,Westerbork,
2019*,Westerbork,
2020*,Westerbork,
1997,Wester-Koggenland,97
1998,Wester-Koggenland,97
1999,Wester-Koggenland,97
2000,Wester-Koggenland,98
2001,Wester-Koggenland,148
2002,Wester-Koggenland,149
2003,Wester-Koggenland,150
2004,Wester-Koggenland,151
2005,Wester-Koggenland,233
2006,Wester-Koggenland,232
2007,Wester-Koggenland,
2008,Wester-Koggenland,
2009,Wester-Koggenland,
2010,Wester-Koggenland,
2011,Wester-Koggenland,
2012,Wester-Koggenland,
2013,Wester-Koggenland,
2014,Wester-Koggenland,
2015,Wester-Koggenland,
2016,Wester-Koggenland,
2017,Wester-Koggenland,
2018**,Wester-Koggenland,
2019*,Wester-Koggenland,
2020*,Wester-Koggenland,
1997,Westerkwartier,
1998,Westerkwartier,
1999,Westerkwartier,
2000,Westerkwartier,
2001,Westerkwartier,
2002,Westerkwartier,
2003,Westerkwartier,
2004,Westerkwartier,
2005,Westerkwartier,
2006,Westerkwartier,
2007,Westerkwartier,
2008,Westerkwartier,
2009,Westerkwartier,
2010,Westerkwartier,
2011,Westerkwartier,
2012,Westerkwartier,
2013,Westerkwartier,
2014,Westerkwartier,
2015,Westerkwartier,
2016,Westerkwartier,
2017,Westerkwartier,
2018**,Westerkwartier,
2019*,Westerkwartier,       .
2020*,Westerkwartier,220
1997,Westerveld,
1998,Westerveld,83
1999,Westerveld,84
2000,Westerveld,84
2001,Westerveld,159
2002,Westerveld,160
2003,Westerveld,161
2004,Westerveld,160
2005,Westerveld,250
2006,Westerveld,250
2007,Westerveld,260
2008,Westerveld,276
2009,Westerveld,289
2010,Westerveld,298
2011,Westerveld,294
2012,Westerveld,284
2013,Westerveld,270
2014,Westerveld,252
2015,Westerveld,244
2016,Westerveld,240
2017,Westerveld,245
2018**,Westerveld,252
2019*,Westerveld,263
2020*,Westerveld,278
1997,Westervoort,81
1998,Westervoort,81
1999,Westervoort,81
2000,Westervoort,81
2001,Westervoort,128
2002,Westervoort,129
2003,Westervoort,129
2004,Westervoort,129
2005,Westervoort,192
2006,Westervoort,193
2007,Westervoort,201
2008,Westervoort,208
2009,Westervoort,210
2010,Westervoort,208
2011,Westervoort,205
2012,Westervoort,201
2013,Westervoort,192
2014,Westervoort,182
2015,Westervoort,173
2016,Westervoort,171
2017,Westervoort,176
2018**,Westervoort,186
2019*,Westervoort,201
2020*,Westervoort,219
1997,Westerwolde,
1998,Westerwolde,
1999,Westerwolde,
2000,Westerwolde,
2001,Westerwolde,
2002,Westerwolde,
2003,Westerwolde,
2004,Westerwolde,
2005,Westerwolde,
2006,Westerwolde,
2007,Westerwolde,
2008,Westerwolde,
2009,Westerwolde,
2010,Westerwolde,
2011,Westerwolde,
2012,Westerwolde,
2013,Westerwolde,
2014,Westerwolde,
2015,Westerwolde,
2016,Westerwolde,
2017,Westerwolde,
2018**,Westerwolde,171
2019*,Westerwolde,177
2020*,Westerwolde,183
1997,Westland,
1998,Westland,
1999,Westland,
2000,Westland,
2001,Westland,
2002,Westland,
2003,Westland,
2004,Westland,151
2005,Westland,230
2006,Westland,232
2007,Westland,254
2008,Westland,274
2009,Westland,280
2010,Westland,284
2011,Westland,280
2012,Westland,274
2013,Westland,262
2014,Westland,247
2015,Westland,238
2016,Westland,239
2017,Westland,244
2018**,Westland,259
2019*,Westland,282
2020*,Westland,308
1997,Weststellingwerf,57
1998,Weststellingwerf,57
1999,Weststellingwerf,58
2000,Weststellingwerf,59
2001,Weststellingwerf,117
2002,Weststellingwerf,117
2003,Weststellingwerf,118
2004,Weststellingwerf,118
2005,Weststellingwerf,181
2006,Weststellingwerf,181
2007,Weststellingwerf,195
2008,Weststellingwerf,206
2009,Weststellingwerf,211
2010,Weststellingwerf,215
2011,Weststellingwerf,206
2012,Weststellingwerf,200
2013,Weststellingwerf,194
2014,Weststellingwerf,181
2015,Weststellingwerf,169
2016,Weststellingwerf,173
2017,Weststellingwerf,180
2018**,Weststellingwerf,189
2019*,Weststellingwerf,197
2020*,Weststellingwerf,211
1997,Westvoorne,125
1998,Westvoorne,125
1999,Westvoorne,126
2000,Westvoorne,126
2001,Westvoorne,201
2002,Westvoorne,203
2003,Westvoorne,201
2004,Westvoorne,203
2005,Westvoorne,306
2006,Westvoorne,307
2007,Westvoorne,320
2008,Westvoorne,358
2009,Westvoorne,373
2010,Westvoorne,358
2011,Westvoorne,348
2012,Westvoorne,342
2013,Westvoorne,324
2014,Westvoorne,303
2015,Westvoorne,291
2016,Westvoorne,289
2017,Westvoorne,298
2018**,Westvoorne,310
2019*,Westvoorne,333
2020*,Westvoorne,362
1997,Wierden,77
1998,Wierden,78
1999,Wierden,79
2000,Wierden,80
2001,Wierden,146
2002,Wierden,145
2003,Wierden,146
2004,Wierden,147
2005,Wierden,224
2006,Wierden,225
2007,Wierden,240
2008,Wierden,258
2009,Wierden,269
2010,Wierden,269
2011,Wierden,267
2012,Wierden,260
2013,Wierden,250
2014,Wierden,236
2015,Wierden,231
2016,Wierden,234
2017,Wierden,238
2018**,Wierden,246
2019*,Wierden,259
2020*,Wierden,275
1997,Wieringen,73
1998,Wieringen,73
1999,Wieringen,74
2000,Wieringen,74
2001,Wieringen,116
2002,Wieringen,116
2003,Wieringen,116
2004,Wieringen,118
2005,Wieringen,179
2006,Wieringen,182
2007,Wieringen,191
2008,Wieringen,207
2009,Wieringen,212
2010,Wieringen,211
2011,Wieringen,208
2012,Wieringen,
2013,Wieringen,
2014,Wieringen,
2015,Wieringen,
2016,Wieringen,
2017,Wieringen,
2018**,Wieringen,
2019*,Wieringen,
2020*,Wieringen,
1997,Wieringermeer,69
1998,Wieringermeer,68
1999,Wieringermeer,70
2000,Wieringermeer,70
2001,Wieringermeer,109
2002,Wieringermeer,112
2003,Wieringermeer,112
2004,Wieringermeer,113
2005,Wieringermeer,177
2006,Wieringermeer,181
2007,Wieringermeer,193
2008,Wieringermeer,207
2009,Wieringermeer,208
2010,Wieringermeer,208
2011,Wieringermeer,206
2012,Wieringermeer,
2013,Wieringermeer,
2014,Wieringermeer,
2015,Wieringermeer,
2016,Wieringermeer,
2017,Wieringermeer,
2018**,Wieringermeer,
2019*,Wieringermeer,
2020*,Wieringermeer,
1997,Wijchen,93
1998,Wijchen,94
1999,Wijchen,94
2000,Wijchen,95
2001,Wijchen,150
2002,Wijchen,151
2003,Wijchen,151
2004,Wijchen,151
2005,Wijchen,228
2006,Wijchen,228
2007,Wijchen,247
2008,Wijchen,261
2009,Wijchen,269
2010,Wijchen,270
2011,Wijchen,265
2012,Wijchen,255
2013,Wijchen,245
2014,Wijchen,227
2015,Wijchen,223
2016,Wijchen,221
2017,Wijchen,222
2018**,Wijchen,233
2019*,Wijchen,247
2020*,Wijchen,262
1997,Wijdemeren,
1998,Wijdemeren,
1999,Wijdemeren,
2000,Wijdemeren,
2001,Wijdemeren,
2002,Wijdemeren,217
2003,Wijdemeren,217
2004,Wijdemeren,218
2005,Wijdemeren,322
2006,Wijdemeren,319
2007,Wijdemeren,349
2008,Wijdemeren,381
2009,Wijdemeren,401
2010,Wijdemeren,391
2011,Wijdemeren,379
2012,Wijdemeren,368
2013,Wijdemeren,353
2014,Wijdemeren,330
2015,Wijdemeren,320
2016,Wijdemeren,323
2017,Wijdemeren,331
2018**,Wijdemeren,350
2019*,Wijdemeren,384
2020*,Wijdemeren,409
1997,Wijhe,82
1998,Wijhe,82
1999,Wijhe,83
2000,Wijhe,84
2001,Wijhe,
2002,Wijhe,
2003,Wijhe,
2004,Wijhe,
2005,Wijhe,
2006,Wijhe,
2007,Wijhe,
2008,Wijhe,
2009,Wijhe,
2010,Wijhe,
2011,Wijhe,
2012,Wijhe,
2013,Wijhe,
2014,Wijhe,
2015,Wijhe,
2016,Wijhe,
2017,Wijhe,
2018**,Wijhe,
2019*,Wijhe,
2020*,Wijhe,
1997,De Wijk,77
1998,De Wijk,
1999,De Wijk,
2000,De Wijk,
2001,De Wijk,
2002,De Wijk,
2003,De Wijk,
2004,De Wijk,
2005,De Wijk,
2006,De Wijk,
2007,De Wijk,
2008,De Wijk,
2009,De Wijk,
2010,De Wijk,
2011,De Wijk,
2012,De Wijk,
2013,De Wijk,
2014,De Wijk,
2015,De Wijk,
2016,De Wijk,
2017,De Wijk,
2018**,De Wijk,
2019*,De Wijk,
2020*,De Wijk,
1997,Wijk bij Duurstede,106
1998,Wijk bij Duurstede,106
1999,Wijk bij Duurstede,106
2000,Wijk bij Duurstede,107
2001,Wijk bij Duurstede,166
2002,Wijk bij Duurstede,167
2003,Wijk bij Duurstede,169
2004,Wijk bij Duurstede,170
2005,Wijk bij Duurstede,240
2006,Wijk bij Duurstede,240
2007,Wijk bij Duurstede,263
2008,Wijk bij Duurstede,289
2009,Wijk bij Duurstede,295
2010,Wijk bij Duurstede,300
2011,Wijk bij Duurstede,290
2012,Wijk bij Duurstede,280
2013,Wijk bij Duurstede,274
2014,Wijk bij Duurstede,260
2015,Wijk bij Duurstede,249
2016,Wijk bij Duurstede,248
2017,Wijk bij Duurstede,253
2018**,Wijk bij Duurstede,260
2019*,Wijk bij Duurstede,273
2020*,Wijk bij Duurstede,292
1997,Winschoten,54
1998,Winschoten,54
1999,Winschoten,55
2000,Winschoten,56
2001,Winschoten,81
2002,Winschoten,82
2003,Winschoten,83
2004,Winschoten,84
2005,Winschoten,129
2006,Winschoten,130
2007,Winschoten,140
2008,Winschoten,151
2009,Winschoten,157
2010,Winschoten,
2011,Winschoten,
2012,Winschoten,
2013,Winschoten,
2014,Winschoten,
2015,Winschoten,
2016,Winschoten,
2017,Winschoten,
2018**,Winschoten,
2019*,Winschoten,
2020*,Winschoten,
1997,Winsum,58
1998,Winsum,59
1999,Winsum,59
2000,Winsum,59
2001,Winsum,95
2002,Winsum,95
2003,Winsum,96
2004,Winsum,97
2005,Winsum,147
2006,Winsum,147
2007,Winsum,165
2008,Winsum,178
2009,Winsum,183
2010,Winsum,184
2011,Winsum,180
2012,Winsum,180
2013,Winsum,174
2014,Winsum,167
2015,Winsum,164
2016,Winsum,164
2017,Winsum,164
2018**,Winsum,170
2019*,Winsum,
2020*,Winsum,
1997,Winterswijk,68
1998,Winterswijk,68
1999,Winterswijk,69
2000,Winterswijk,69
2001,Winterswijk,131
2002,Winterswijk,132
2003,Winterswijk,133
2004,Winterswijk,134
2005,Winterswijk,195
2006,Winterswijk,196
2007,Winterswijk,207
2008,Winterswijk,217
2009,Winterswijk,220
2010,Winterswijk,217
2011,Winterswijk,210
2012,Winterswijk,203
2013,Winterswijk,192
2014,Winterswijk,180
2015,Winterswijk,172
2016,Winterswijk,169
2017,Winterswijk,172
2018**,Winterswijk,179
2019*,Winterswijk,192
2020*,Winterswijk,206
1997,Wisch,70
1998,Wisch,70
1999,Wisch,71
2000,Wisch,71
2001,Wisch,141
2002,Wisch,
2003,Wisch,
2004,Wisch,
2005,Wisch,
2006,Wisch,
2007,Wisch,
2008,Wisch,
2009,Wisch,
2010,Wisch,
2011,Wisch,
2012,Wisch,
2013,Wisch,
2014,Wisch,
2015,Wisch,
2016,Wisch,
2017,Wisch,
2018**,Wisch,
2019*,Wisch,
2020*,Wisch,
1997,Wittem,106
1998,Wittem,106
1999,Wittem,
2000,Wittem,
2001,Wittem,
2002,Wittem,
2003,Wittem,
2004,Wittem,
2005,Wittem,
2006,Wittem,
2007,Wittem,
2008,Wittem,
2009,Wittem,
2010,Wittem,
2011,Wittem,
2012,Wittem,
2013,Wittem,
2014,Wittem,
2015,Wittem,
2016,Wittem,
2017,Wittem,
2018**,Wittem,
2019*,Wittem,
2020*,Wittem,
1997,Woensdrecht,84
1998,Woensdrecht,85
1999,Woensdrecht,85
2000,Woensdrecht,85
2001,Woensdrecht,139
2002,Woensdrecht,139
2003,Woensdrecht,139
2004,Woensdrecht,140
2005,Woensdrecht,207
2006,Woensdrecht,206
2007,Woensdrecht,231
2008,Woensdrecht,242
2009,Woensdrecht,250
2010,Woensdrecht,249
2011,Woensdrecht,239
2012,Woensdrecht,240
2013,Woensdrecht,229
2014,Woensdrecht,223
2015,Woensdrecht,216
2016,Woensdrecht,219
2017,Woensdrecht,226
2018**,Woensdrecht,233
2019*,Woensdrecht,243
2020*,Woensdrecht,256
1997,Woerden,96
1998,Woerden,96
1999,Woerden,97
2000,Woerden,98
2001,Woerden,164
2002,Woerden,165
2003,Woerden,165
2004,Woerden,165
2005,Woerden,238
2006,Woerden,238
2007,Woerden,255
2008,Woerden,270
2009,Woerden,280
2010,Woerden,278
2011,Woerden,273
2012,Woerden,272
2013,Woerden,261
2014,Woerden,250
2015,Woerden,244
2016,Woerden,247
2017,Woerden,255
2018**,Woerden,269
2019*,Woerden,284
2020*,Woerden,306
1997,Wognum,97
1998,Wognum,96
1999,Wognum,97
2000,Wognum,96
2001,Wognum,154
2002,Wognum,153
2003,Wognum,155
2004,Wognum,155
2005,Wognum,235
2006,Wognum,237
2007,Wognum,
2008,Wognum,
2009,Wognum,
2010,Wognum,
2011,Wognum,
2012,Wognum,
2013,Wognum,
2014,Wognum,
2015,Wognum,
2016,Wognum,
2017,Wognum,
2018**,Wognum,
2019*,Wognum,
2020*,Wognum,
1997,De Wolden,
1998,De Wolden,91
1999,De Wolden,92
2000,De Wolden,93
2001,De Wolden,158
2002,De Wolden,159
2003,De Wolden,160
2004,De Wolden,160
2005,De Wolden,236
2006,De Wolden,237
2007,De Wolden,262
2008,De Wolden,277
2009,De Wolden,286
2010,De Wolden,288
2011,De Wolden,281
2012,De Wolden,274
2013,De Wolden,264
2014,De Wolden,251
2015,De Wolden,243
2016,De Wolden,242
2017,De Wolden,252
2018**,De Wolden,256
2019*,De Wolden,264
2020*,De Wolden,279
1997,Wormerland,89
1998,Wormerland,89
1999,Wormerland,89
2000,Wormerland,89
2001,Wormerland,140
2002,Wormerland,138
2003,Wormerland,139
2004,Wormerland,141
2005,Wormerland,224
2006,Wormerland,224
2007,Wormerland,240
2008,Wormerland,252
2009,Wormerland,259
2010,Wormerland,262
2011,Wormerland,254
2012,Wormerland,246
2013,Wormerland,240
2014,Wormerland,217
2015,Wormerland,217
2016,Wormerland,219
2017,Wormerland,222
2018**,Wormerland,236
2019*,Wormerland,263
2020*,Wormerland,295
1997,Woudenberg,113
1998,Woudenberg,113
1999,Woudenberg,114
2000,Woudenberg,114
2001,Woudenberg,175
2002,Woudenberg,175
2003,Woudenberg,175
2004,Woudenberg,176
2005,Woudenberg,259
2006,Woudenberg,259
2007,Woudenberg,279
2008,Woudenberg,296
2009,Woudenberg,306
2010,Woudenberg,312
2011,Woudenberg,307
2012,Woudenberg,301
2013,Woudenberg,287
2014,Woudenberg,281
2015,Woudenberg,271
2016,Woudenberg,263
2017,Woudenberg,275
2018**,Woudenberg,288
2019*,Woudenberg,310
2020*,Woudenberg,331
1997,Woudrichem,96
1998,Woudrichem,96
1999,Woudrichem,96
2000,Woudrichem,98
2001,Woudrichem,150
