,Onderwerp,Totale woningvoorraad,Totale woningvoorraad,Totale woningvoorraad
,Status van bewoning,Totaal,Bewoonde woningen,Niet bewoonde woningen
Regio's,Perioden,aantal,aantal,aantal
Veere,2017,10884,9110,1774
Veere,2018,10922,9159,1763
Veere,2019,10964,9189,1775
Veere,2020,10967,9233,1734
Veere,2021,10997,9330,1667
Veere,2022,10999,9345,1654
Veere,2023,11066,9396,1670
Veghel,2012,15307,14568,739
Veghel,2013,15315,14621,694
Veghel,2014,15507,14825,682
Veghel,2015,15559,14959,600
Veghel,2016,15753,15192,561
Veghel,2017,,,
Veghel,2018,,,
Veghel,2019,,,
Veghel,2020,,,
Veghel,2021,,,
Veghel,2022,,,
Veghel,2023,,,
Veldhoven,2012,18796,18071,725
Veldhoven,2013,19061,18407,654
Veldhoven,2014,19119,18474,645
Veldhoven,2015,19181,18585,596
Veldhoven,2016,19280,18701,579
Veldhoven,2017,19395,18839,556
Veldhoven,2018,19502,18955,547
Veldhoven,2019,19722,19171,551
Veldhoven,2020,19913,19359,554
Veldhoven,2021,20085,19510,575
Veldhoven,2022,20286,19736,550
Veldhoven,2023,20399,19851,548
Velsen,2012,29640,28508,1132
Velsen,2013,29798,28672,1126
Velsen,2014,30584,28921,1663
Velsen,2015,30621,29071,1550
Velsen,2016,30603,29133,1470
Velsen,2017,30820,29577,1243
Velsen,2018,30697,29663,1034
Velsen,2019,30913,29976,937
Velsen,2020,31226,30212,1014
Velsen,2021,31439,30389,1050
Velsen,2022,31670,30538,1132
Velsen,2023,31823,30569,1254
Venlo,2012,46150,43180,2970
Venlo,2013,46199,43488,2711
Venlo,2014,46291,43810,2481
Venlo,2015,46276,43985,2291
Venlo,2016,46424,44265,2159
Venlo,2017,46691,44655,2036
Venlo,2018,46833,45079,1754
Venlo,2019,47173,45279,1894
Venlo,2020,47412,45604,1808
Venlo,2021,47809,45880,1929
Venlo,2022,48180,46291,1889
Venlo,2023,48553,46681,1872
Venray,2012,18121,17209,912
Venray,2013,18394,17394,1000
Venray,2014,18514,17614,900
Venray,2015,18706,17859,847
Venray,2016,18790,17999,791
Venray,2017,18883,18054,829
Venray,2018,18905,18110,795
Venray,2019,19004,18205,799
Venray,2020,19137,18386,751
Venray,2021,19300,18640,660
Venray,2022,19509,18841,668
Venray,2023,19757,19079,678
Vianen,2012,8056,7867,189
Vianen,2013,8117,7910,207
Vianen,2014,8172,7935,237
Vianen,2015,8182,7970,212
Vianen,2016,8252,7967,285
Vianen,2017,8346,8118,228
Vianen,2018,8437,8210,227
Vianen,2019,,,
Vianen,2020,,,
Vianen,2021,,,
Vianen,2022,,,
Vianen,2023,,,
Vijfheerenlanden,2012,,,
Vijfheerenlanden,2013,,,
Vijfheerenlanden,2014,,,
Vijfheerenlanden,2015,,,
Vijfheerenlanden,2016,,,
Vijfheerenlanden,2017,,,
Vijfheerenlanden,2018,,,
Vijfheerenlanden,2019,23418,22523,895
Vijfheerenlanden,2020,23824,22988,836
Vijfheerenlanden,2021,24196,23481,715
Vijfheerenlanden,2022,24611,23851,760
Vijfheerenlanden,2023,25013,24147,866
Vlaardingen,2012,34339,32421,1918
Vlaardingen,2013,34046,32277,1769
Vlaardingen,2014,34857,32518,2339
Vlaardingen,2015,34927,32885,2042
Vlaardingen,2016,34768,33022,1746
Vlaardingen,2017,34901,33165,1736
Vlaardingen,2018,35126,33155,1971
Vlaardingen,2019,35159,33287,1872
Vlaardingen,2020,35470,33718,1752
Vlaardingen,2021,35551,33871,1680
Vlaardingen,2022,35790,34108,1682
Vlaardingen,2023,36315,34516,1799
Vlagtwedde,2012,7494,6828,666
Vlagtwedde,2013,7503,6881,622
Vlagtwedde,2014,7436,6920,516
Vlagtwedde,2015,7643,7000,643
Vlagtwedde,2016,7724,7013,711
Vlagtwedde,2017,7856,7052,804
Vlagtwedde,2018,,,
Vlagtwedde,2019,,,
Vlagtwedde,2020,,,
Vlagtwedde,2021,,,
Vlagtwedde,2022,,,
Vlagtwedde,2023,,,
Vlieland,2012,571,460,111
Vlieland,2013,570,464,106
Vlieland,2014,568,458,110
Vlieland,2015,527,457,70
Vlieland,2016,540,459,81
Vlieland,2017,542,458,84
Vlieland,2018,551,480,71
Vlieland,2019,564,486,78
Vlieland,2020,579,494,85
Vlieland,2021,603,514,89
Vlieland,2022,596,527,69
Vlieland,2023,640,550,90
Vlissingen,2012,21907,20473,1434
Vlissingen,2013,22154,20586,1568
Vlissingen,2014,22324,20907,1417
Vlissingen,2015,22378,20982,1396
Vlissingen,2016,22434,21030,1404
Vlissingen,2017,22488,21142,1346
Vlissingen,2018,22796,21379,1417
Vlissingen,2019,22843,21439,1404
Vlissingen,2020,22907,21381,1526
Vlissingen,2021,22885,21567,1318
Vlissingen,2022,23111,21814,1297
Vlissingen,2023,23243,21858,1385
Vlist,2012,3958,3715,243
Vlist,2013,3954,3744,210
Vlist,2014,3980,3766,214
Vlist,2015,,,
Vlist,2016,,,
Vlist,2017,,,
Vlist,2018,,,
Vlist,2019,,,
Vlist,2020,,,
Vlist,2021,,,
Vlist,2022,,,
Vlist,2023,,,
Voerendaal,2012,5439,5180,259
Voerendaal,2013,5549,5297,252
Voerendaal,2014,5618,5365,253
Voerendaal,2015,5680,5333,347
Voerendaal,2016,5733,5432,301
Voerendaal,2017,5766,5450,316
Voerendaal,2018,5759,5497,262
Voerendaal,2019,5777,5514,263
Voerendaal,2020,5819,5554,265
Voerendaal,2021,5813,5552,261
Voerendaal,2022,5820,5570,250
Voerendaal,2023,5846,5565,281
Voorne aan Zee,2012,,,
Voorne aan Zee,2013,,,
Voorne aan Zee,2014,,,
Voorne aan Zee,2015,,,
Voorne aan Zee,2016,,,
Voorne aan Zee,2017,,,
Voorne aan Zee,2018,,,
Voorne aan Zee,2019,,,
Voorne aan Zee,2020,,,
Voorne aan Zee,2021,,,
Voorne aan Zee,2022,,,
Voorne aan Zee,2023,33488,32059,1429
Voorschoten,2012,10951,10212,739
Voorschoten,2013,10975,10398,577
Voorschoten,2014,11086,10486,600
Voorschoten,2015,11090,10593,497
Voorschoten,2016,11210,10663,547
Voorschoten,2017,11367,10773,594
Voorschoten,2018,11442,10899,543
Voorschoten,2019,11448,10915,533
Voorschoten,2020,11465,11028,437
Voorschoten,2021,11504,11096,408
Voorschoten,2022,11539,11105,434
Voorschoten,2023,11572,11087,485
Voorst,2012,9408,9011,397
Voorst,2013,9443,9053,390
Voorst,2014,9621,9212,409
Voorst,2015,9791,9319,472
Voorst,2016,10174,9419,755
Voorst,2017,10447,9742,705
Voorst,2018,10495,9797,698
Voorst,2019,10545,9865,680
Voorst,2020,10641,9959,682
Voorst,2021,10744,10065,679
Voorst,2022,10863,10208,655
Voorst,2023,10938,10286,652
Vught,2012,10619,10203,416
Vught,2013,10800,10334,466
Vught,2014,11058,10584,474
Vught,2015,11179,10698,481
Vught,2016,11257,10771,486
Vught,2017,11349,10830,519
Vught,2018,11394,10896,498
Vught,2019,11491,10942,549
Vught,2020,11519,11056,463
Vught,2021,13735,13194,541
Vught,2022,13875,13419,456
Vught,2023,13952,13477,475
Waadhoeke,2012,,,
Waadhoeke,2013,,,
Waadhoeke,2014,,,
Waadhoeke,2015,,,
Waadhoeke,2016,,,
Waadhoeke,2017,,,
Waadhoeke,2018,21006,19945,1061
Waadhoeke,2019,21112,20041,1071
Waadhoeke,2020,21228,20139,1089
Waadhoeke,2021,21376,20341,1035
Waadhoeke,2022,21332,20386,946
Waadhoeke,2023,21476,20546,930
Waalre,2012,7030,6730,300
Waalre,2013,7035,6733,302
Waalre,2014,7436,7063,373
Waalre,2015,7506,7157,349
Waalre,2016,7556,7228,328
Waalre,2017,7551,7196,355
Waalre,2018,7564,7246,318
Waalre,2019,7607,7253,354
Waalre,2020,7765,7418,347
Waalre,2021,7832,7513,319
Waalre,2022,7982,7618,364
Waalre,2023,8059,7779,280
Waalwijk,2012,20138,19329,809
Waalwijk,2013,20338,19573,765
Waalwijk,2014,20578,19837,741
Waalwijk,2015,20761,20067,694
Waalwijk,2016,20952,20243,709
Waalwijk,2017,21242,20487,755
Waalwijk,2018,21538,20696,842
Waalwijk,2019,21782,20956,826
Waalwijk,2020,21948,21165,783
Waalwijk,2021,21996,21275,721
Waalwijk,2022,22363,21525,838
Waalwijk,2023,22580,21727,853
Waddinxveen,2012,10398,10079,319
Waddinxveen,2013,10529,10127,402
Waddinxveen,2014,10784,10407,377
Waddinxveen,2015,11021,10542,479
Waddinxveen,2016,11248,10748,500
Waddinxveen,2017,11339,10912,427
Waddinxveen,2018,11746,11336,410
Waddinxveen,2019,11970,11622,348
Waddinxveen,2020,12332,11961,371
Waddinxveen,2021,12796,12445,351
Waddinxveen,2022,13052,12714,338
Waddinxveen,2023,13408,12986,422
Wageningen,2012,14486,13842,644
Wageningen,2013,18578,17575,1003
Wageningen,2014,19236,18033,1203
Wageningen,2015,19530,18165,1365
Wageningen,2016,19648,18273,1375
Wageningen,2017,16836,16085,751
Wageningen,2018,17181,16420,761
Wageningen,2019,17483,16707,776
Wageningen,2020,17721,16970,751
Wageningen,2021,18086,17448,638
Wageningen,2022,18355,17646,709
Wageningen,2023,18560,17808,752
Wassenaar,2012,12078,10988,1090
Wassenaar,2013,12100,10983,1117
Wassenaar,2014,12152,11008,1144
Wassenaar,2015,12192,11107,1085
Wassenaar,2016,12213,11185,1028
Wassenaar,2017,12220,11211,1009
Wassenaar,2018,12176,11164,1012
Wassenaar,2019,12191,11195,996
Wassenaar,2020,12222,11181,1041
Wassenaar,2021,12287,11345,942
Wassenaar,2022,12262,11439,823
Wassenaar,2023,12241,11402,839
Waterland,2012,7026,6693,333
Waterland,2013,7033,6707,326
Waterland,2014,7076,6745,331
Waterland,2015,7228,6909,319
Waterland,2016,7280,7002,278
Waterland,2017,7241,7004,237
Waterland,2018,7260,7001,259
Waterland,2019,7289,7013,276
Waterland,2020,7319,7055,264
Waterland,2021,7411,7103,308
Waterland,2022,7409,7102,307
Waterland,2023,7495,7198,297
Weert,2012,21276,20308,968
Weert,2013,21619,20544,1075
Weert,2014,22380,20934,1446
Weert,2015,22349,21092,1257
Weert,2016,22504,21214,1290
Weert,2017,22402,21439,963
Weert,2018,22626,21579,1047
Weert,2019,22769,21746,1023
Weert,2020,22948,21973,975
Weert,2021,23236,22243,993
Weert,2022,23340,22472,868
Weert,2023,23596,22664,932
Weesp,2012,8387,8032,355
Weesp,2013,8421,8076,345
Weesp,2014,8673,8192,481
Weesp,2015,8715,8276,439
Weesp,2016,8644,8350,294
Weesp,2017,8748,8420,328
Weesp,2018,8951,8595,356
Weesp,2019,9008,8668,340
Weesp,2020,9197,8801,396
Weesp,2021,9386,9014,372
Weesp,2022,9526,9097,429
Weesp,2023,,,
Werkendam,2012,10212,9829,383
Werkendam,2013,10200,9853,347
Werkendam,2014,10208,9854,354
Werkendam,2015,10415,9984,431
Werkendam,2016,10520,10109,411
Werkendam,2017,10594,10219,375
Werkendam,2018,10830,10405,425
Werkendam,2019,,,
Werkendam,2020,,,
Werkendam,2021,,,
Werkendam,2022,,,
Werkendam,2023,,,
West Betuwe,2012,,,
West Betuwe,2013,,,
West Betuwe,2014,,,
West Betuwe,2015,,,
West Betuwe,2016,,,
West Betuwe,2017,,,
West Betuwe,2018,,,
West Betuwe,2019,20710,19890,820
West Betuwe,2020,20875,20108,767
West Betuwe,2021,20996,20272,724
West Betuwe,2022,21230,20544,686
West Betuwe,2023,21447,20687,760
West Maas en Waal,2012,7520,7196,324
West Maas en Waal,2013,7647,7280,367
West Maas en Waal,2014,7765,7388,377
West Maas en Waal,2015,7871,7566,305
West Maas en Waal,2016,7960,7617,343
West Maas en Waal,2017,7959,7633,326
West Maas en Waal,2018,8016,7693,323
West Maas en Waal,2019,8100,7778,322
West Maas en Waal,2020,8222,7888,334
West Maas en Waal,2021,8375,8036,339
West Maas en Waal,2022,8454,8120,334
West Maas en Waal,2023,8507,8195,312
Westerkwartier,2012,,,
Westerkwartier,2013,,,
Westerkwartier,2014,,,
Westerkwartier,2015,,,
Westerkwartier,2016,,,
Westerkwartier,2017,,,
Westerkwartier,2018,,,
Westerkwartier,2019,27045,26161,884
Westerkwartier,2020,27309,26447,862
Westerkwartier,2021,27494,26705,789
Westerkwartier,2022,27779,27010,769
Westerkwartier,2023,27914,27079,835
Westerveld,2012,8087,7686,401
Westerveld,2013,8235,7791,444
Westerveld,2014,8250,7794,456
Westerveld,2015,8257,7844,413
Westerveld,2016,8312,7857,455
Westerveld,2017,8395,7931,464
Westerveld,2018,8454,8026,428
Westerveld,2019,8515,8097,418
Westerveld,2020,8529,8125,404
Westerveld,2021,8553,8171,382
Westerveld,2022,8584,8200,384
Westerveld,2023,8757,8342,415
Westervoort,2012,6414,6270,144
Westervoort,2013,6427,6279,148
Westervoort,2014,6453,6356,97
Westervoort,2015,6544,6410,134
Westervoort,2016,6578,6463,115
Westervoort,2017,6613,6505,108
Westervoort,2018,6662,6554,108
Westervoort,2019,6690,6581,109
Westervoort,2020,6723,6617,106
Westervoort,2021,6744,6640,104
Westervoort,2022,6755,6666,89
Westervoort,2023,6766,6680,86
Westerwolde,2012,,,
Westerwolde,2013,,,
Westerwolde,2014,,,
Westerwolde,2015,,,
Westerwolde,2016,,,
Westerwolde,2017,,,
Westerwolde,2018,11963,10979,984
Westerwolde,2019,11969,11012,957
Westerwolde,2020,11982,11034,948
Westerwolde,2021,11937,11088,849
Westerwolde,2022,11960,11089,871
Westerwolde,2023,11996,11113,883
Westland,2012,40761,38797,1964
Westland,2013,41185,39383,1802
Westland,2014,41692,39835,1857
Westland,2015,42339,40653,1686
Westland,2016,42622,41028,1594
Westland,2017,43187,41557,1630
Westland,2018,43636,42139,1497
Westland,2019,44441,42976,1465
Westland,2020,45063,43604,1459
Westland,2021,45956,44451,1505
Westland,2022,46369,45060,1309
Westland,2023,47043,45582,1461
Weststellingwerf,2012,11210,10652,558
Weststellingwerf,2013,11275,10687,588
Weststellingwerf,2014,11358,10727,631
Weststellingwerf,2015,11410,10810,600
Weststellingwerf,2016,11495,10866,629
Weststellingwerf,2017,11536,10941,595
Weststellingwerf,2018,11599,11025,574
Weststellingwerf,2019,11620,11041,579
Weststellingwerf,2020,11711,11147,564
Weststellingwerf,2021,11757,11253,504
Weststellingwerf,2022,11837,11380,457
Weststellingwerf,2023,11921,11440,481
Westvoorne,2012,6484,6000,484
Westvoorne,2013,6509,5993,516
Westvoorne,2014,6695,6133,562
Westvoorne,2015,6708,6227,481
Westvoorne,2016,6732,6321,411
Westvoorne,2017,6747,6328,419
Westvoorne,2018,6793,6403,390
Westvoorne,2019,6831,6474,357
Westvoorne,2020,6890,6515,375
Westvoorne,2021,6943,6558,385
Westvoorne,2022,6997,6603,394
Westvoorne,2023,,,
Wierden,2012,9326,8712,614
Wierden,2013,9409,8759,650
Wierden,2014,9542,8842,700
Wierden,2015,9596,8975,621
Wierden,2016,9456,9038,418
Wierden,2017,9645,9153,492
Wierden,2018,9660,9259,401
Wierden,2019,9727,9326,401
Wierden,2020,9860,9443,417
Wierden,2021,9930,9504,426
Wierden,2022,9983,9573,410
Wierden,2023,10034,9600,434
Wijchen,2012,16920,16458,462
Wijchen,2013,17187,16699,488
Wijchen,2014,17440,16995,445
Wijchen,2015,17506,17037,469
Wijchen,2016,17518,17103,415
Wijchen,2017,17535,17175,360
Wijchen,2018,17843,17344,499
Wijchen,2019,17885,17482,403
Wijchen,2020,18023,17611,412
Wijchen,2021,18190,17756,434
Wijchen,2022,18253,17808,445
Wijchen,2023,18317,17896,421
Wijdemeren,2012,10181,9331,850
Wijdemeren,2013,10315,9443,872
Wijdemeren,2014,10347,9521,826
Wijdemeren,2015,10344,9535,809
Wijdemeren,2016,10381,9620,761
Wijdemeren,2017,10583,9751,832
Wijdemeren,2018,10618,9789,829
Wijdemeren,2019,10707,9893,814
Wijdemeren,2020,10691,9954,737
Wijdemeren,2021,10800,10056,744
Wijdemeren,2022,10830,10130,700
Wijdemeren,2023,10851,10142,709
Wijk bij Duurstede,2012,9337,9008,329
Wijk bij Duurstede,2013,9461,9160,301
Wijk bij Duurstede,2014,9644,9309,335
Wijk bij Duurstede,2015,9753,9465,288
Wijk bij Duurstede,2016,9857,9589,268
Wijk bij Duurstede,2017,9934,9635,299
Wijk bij Duurstede,2018,9979,9718,261
Wijk bij Duurstede,2019,9968,9726,242
Wijk bij Duurstede,2020,10107,9903,204
Wijk bij Duurstede,2021,10273,10051,222
Wijk bij Duurstede,2022,10328,10121,207
Wijk bij Duurstede,2023,10353,10152,201
Winsum,2012,5825,5661,164
Winsum,2013,5890,5718,172
Winsum,2014,6017,5827,190
Winsum,2015,6044,5825,219
Winsum,2016,6029,5818,211
Winsum,2017,6021,5834,187
Winsum,2018,6026,5852,174
Winsum,2019,,,
Winsum,2020,,,
Winsum,2021,,,
Winsum,2022,,,
Winsum,2023,,,
Winterswijk,2012,12321,11531,790
Winterswijk,2013,12685,12035,650
Winterswijk,2014,12795,12149,646
Winterswijk,2015,12861,12259,602
Winterswijk,2016,12891,12294,597
Winterswijk,2017,12933,12377,556
Winterswijk,2018,12993,12428,565
Winterswijk,2019,13087,12528,559
Winterswijk,2020,13139,12573,566
Winterswijk,2021,13245,12702,543
Winterswijk,2022,13298,12782,516
Winterswijk,2023,13375,12836,539
Woensdrecht,2012,9226,8800,426
Woensdrecht,2013,9295,8871,424
Woensdrecht,2014,9538,8996,542
Woensdrecht,2015,9647,9109,538
Woensdrecht,2016,9642,9131,511
Woensdrecht,2017,9779,9211,568
Woensdrecht,2018,9837,9267,570
Woensdrecht,2019,9844,9319,525
Woensdrecht,2020,9866,9326,540
Woensdrecht,2021,9928,9395,533
Woensdrecht,2022,9990,9458,532
Woensdrecht,2023,10020,9494,526
Woerden,2012,20524,19825,699
Woerden,2013,20720,20071,649
Woerden,2014,20995,20368,627
Woerden,2015,21272,20561,711
Woerden,2016,21403,20779,624
Woerden,2017,21625,20969,656
Woerden,2018,21756,21118,638
Woerden,2019,22002,21383,619
Woerden,2020,22106,21458,648
Woerden,2021,22437,21763,674
Woerden,2022,22544,21897,647
Woerden,2023,22769,22025,744
De Wolden,2012,9573,9185,388
De Wolden,2013,9599,9214,385
De Wolden,2014,9908,9306,602
De Wolden,2015,10018,9522,496
De Wolden,2016,10093,9623,470
De Wolden,2017,10084,9650,434
De Wolden,2018,10149,9726,423
De Wolden,2019,10265,9854,411
De Wolden,2020,10370,9988,382
De Wolden,2021,10460,10078,382
De Wolden,2022,10504,10129,375
De Wolden,2023,10555,10183,372
Wormerland,2012,6520,6293,227
Wormerland,2013,6512,6324,188
Wormerland,2014,6664,6470,194
Wormerland,2015,6696,6488,208
Wormerland,2016,6684,6473,211
Wormerland,2017,6764,6550,214
Wormerland,2018,6803,6629,174
Wormerland,2019,6962,6794,168
Wormerland,2020,6971,6733,238
Wormerland,2021,6919,6724,195
Wormerland,2022,7054,6844,210
Wormerland,2023,7145,6943,202
Woudenberg,2012,4662,4482,180
Woudenberg,2013,4821,4664,157
Woudenberg,2014,4826,4691,135
Woudenberg,2015,4849,4705,144
Woudenberg,2016,4893,4725,168
Woudenberg,2017,4963,4806,157
Woudenberg,2018,5006,4871,135
Woudenberg,2019,5102,4944,158
Woudenberg,2020,5188,5053,135
Woudenberg,2021,5286,5151,135
Woudenberg,2022,5401,5278,123
Woudenberg,2023,5601,5403,198
Woudrichem,2012,5639,5431,208
Woudrichem,2013,5704,5489,215
Woudrichem,2014,5746,5544,202
Woudrichem,2015,5888,5612,276
Woudrichem,2016,5931,5694,237
Woudrichem,2017,5995,5760,235
Woudrichem,2018,6081,5862,219
Woudrichem,2019,,,
Woudrichem,2020,,,
Woudrichem,2021,,,
Woudrichem,2022,,,
Woudrichem,2023,,,
Zaanstad,2012,65099,62394,2705
Zaanstad,2013,66110,63369,2741
Zaanstad,2014,66585,64116,2469
Zaanstad,2015,66549,64464,2085
Zaanstad,2016,66961,65088,1873
Zaanstad,2017,67476,65738,1738
Zaanstad,2018,68025,66191,1834
Zaanstad,2019,68402,66447,1955
Zaanstad,2020,68947,66851,2096
Zaanstad,2021,69114,67004,2110
Zaanstad,2022,69914,67479,2435
Zaanstad,2023,70210,67963,2247
Zaltbommel,2012,10096,9651,445
Zaltbommel,2013,10336,9836,500
Zaltbommel,2014,10654,10183,471
Zaltbommel,2015,10801,10362,439
Zaltbommel,2016,10985,10521,464
Zaltbommel,2017,11030,10600,430
Zaltbommel,2018,11216,10764,452
Zaltbommel,2019,11401,10954,447
Zaltbommel,2020,11623,11175,448
Zaltbommel,2021,11852,11387,465
Zaltbommel,2022,11987,11580,407
Zaltbommel,2023,12107,11706,401
Zandvoort,2012,9204,7852,1352
Zandvoort,2013,9304,7906,1398
Zandvoort,2014,9280,7904,1376
Zandvoort,2015,9403,7951,1452
Zandvoort,2016,9450,8020,1430
Zandvoort,2017,9517,8164,1353
Zandvoort,2018,9523,8179,1344
Zandvoort,2019,9557,8179,1378
Zandvoort,2020,9708,8243,1465
Zandvoort,2021,9706,8302,1404
Zandvoort,2022,9712,8284,1428
Zandvoort,2023,9825,8410,1415
Zederik,2012,5279,4940,339
Zederik,2013,5316,5030,286
Zederik,2014,5463,5183,280
Zederik,2015,5470,5220,250
Zederik,2016,5500,5237,263
Zederik,2017,5550,5317,233
Zederik,2018,5588,5357,231
Zederik,2019,,,
Zederik,2020,,,
Zederik,2021,,,
Zederik,2022,,,
Zederik,2023,,,
Zeevang,2012,2542,2446,96
Zeevang,2013,2548,2458,90
Zeevang,2014,2564,2473,91
Zeevang,2015,2573,2485,88
Zeevang,2016,,,
Zeevang,2017,,,
Zeevang,2018,,,
Zeevang,2019,,,
Zeevang,2020,,,
Zeevang,2021,,,
Zeevang,2022,,,
Zeevang,2023,,,
Zeewolde,2012,7913,7641,272
Zeewolde,2013,7959,7698,261
Zeewolde,2014,8020,7776,244
Zeewolde,2015,8127,7903,224
Zeewolde,2016,8166,7957,209
Zeewolde,2017,8305,8117,188
Zeewolde,2018,8340,8149,191
Zeewolde,2019,8553,8367,186
Zeewolde,2020,8678,8452,226
Zeewolde,2021,8837,8653,184
Zeewolde,2022,9155,8966,189
Zeewolde,2023,9354,9136,218
Zeist,2012,26534,25241,1293
Zeist,2013,26976,25513,1463
Zeist,2014,27033,25722,1311
Zeist,2015,27830,26296,1534
Zeist,2016,27957,26556,1401
Zeist,2017,28251,26823,1428
Zeist,2018,28555,27063,1492
Zeist,2019,28777,27291,1486
Zeist,2020,29245,27783,1462
Zeist,2021,29638,28011,1627
Zeist,2022,29838,28409,1429
Zeist,2023,30111,28686,1425
Zevenaar,2012,14062,13617,445
Zevenaar,2013,14507,14018,489
Zevenaar,2014,14541,14133,408
Zevenaar,2015,14614,14234,380
Zevenaar,2016,14677,14234,443
Zevenaar,2017,14795,14370,425
Zevenaar,2018,19684,19099,585
Zevenaar,2019,19796,19259,537
Zevenaar,2020,19970,19438,532
Zevenaar,2021,20227,19627,600
Zevenaar,2022,20562,19991,571
Zevenaar,2023,20679,20127,552
Zijpe,2012,4807,4475,332
Zijpe,2013,,,
Zijpe,2014,,,
Zijpe,2015,,,
Zijpe,2016,,,
Zijpe,2017,,,
Zijpe,2018,,,
Zijpe,2019,,,
Zijpe,2020,,,
Zijpe,2021,,,
Zijpe,2022,,,
Zijpe,2023,,,
Zoetermeer,2012,53029,51660,1369
Zoetermeer,2013,53868,52283,1585
Zoetermeer,2014,54809,53224,1585
Zoetermeer,2015,55050,53619,1431
Zoetermeer,2016,55377,53904,1473
Zoetermeer,2017,55826,54231,1595
Zoetermeer,2018,55944,54427,1517
Zoetermeer,2019,56199,54596,1603
Zoetermeer,2020,56458,54701,1757
Zoetermeer,2021,56421,54907,1514
Zoetermeer,2022,56668,55236,1432
Zoetermeer,2023,56991,55473,1518
Zoeterwoude,2012,3204,3040,164
Zoeterwoude,2013,3250,3074,176
Zoeterwoude,2014,3334,3138,196
Zoeterwoude,2015,3359,3202,157
Zoeterwoude,2016,3365,3220,145
Zoeterwoude,2017,3527,3354,173
Zoeterwoude,2018,3493,3355,138
Zoeterwoude,2019,3493,3370,123
Zoeterwoude,2020,3532,3417,115
Zoeterwoude,2021,3740,3547,193
Zoeterwoude,2022,3936,3794,142
Zoeterwoude,2023,3944,3842,102
Zuidhorn,2012,7476,7187,289
Zuidhorn,2013,7474,7196,278
Zuidhorn,2014,7710,7412,298
Zuidhorn,2015,7732,7426,306
Zuidhorn,2016,7789,7483,306
Zuidhorn,2017,7800,7501,299
Zuidhorn,2018,7883,7602,281
Zuidhorn,2019,,,
Zuidhorn,2020,,,
Zuidhorn,2021,,,
Zuidhorn,2022,,,
Zuidhorn,2023,,,
Zuidplas,2012,16175,15639,536
Zuidplas,2013,16350,15792,558
Zuidplas,2014,16712,16217,495
Zuidplas,2015,16707,16203,504
Zuidplas,2016,16787,16304,483
Zuidplas,2017,17034,16522,512
Zuidplas,2018,17237,16709,528
Zuidplas,2019,17563,17049,514
Zuidplas,2020,18031,17502,529
Zuidplas,2021,18566,17995,571
Zuidplas,2022,18688,18139,549
Zuidplas,2023,19033,18399,634
Zundert,2012,8972,8360,612
Zundert,2013,9049,8395,654
Zundert,2014,9076,8413,663
Zundert,2015,9163,8457,706
Zundert,2016,9197,8578,619
Zundert,2017,9280,8655,625
Zundert,2018,9408,8768,640
Zundert,2019,9455,8836,619
Zundert,2020,9472,8856,616
Zundert,2021,9649,9036,613
Zundert,2022,9803,9199,604
Zundert,2023,9940,9287,653
Zutphen,2012,20988,20122,866
Zutphen,2013,21324,20498,826
Zutphen,2014,21638,20798,840
Zutphen,2015,21695,20651,1044
Zutphen,2016,21698,20881,817
Zutphen,2017,21806,20958,848
Zutphen,2018,21971,21137,834
Zutphen,2019,22095,21324,771
Zutphen,2020,22267,21487,780
Zutphen,2021,22651,21799,852
Zutphen,2022,23028,22141,887
Zutphen,2023,23381,22366,1015
Zwartewaterland,2012,8352,7911,441
Zwartewaterland,2013,8376,7984,392
Zwartewaterland,2014,8461,8034,427
Zwartewaterland,2015,8574,8149,425
Zwartewaterland,2016,8648,8256,392
Zwartewaterland,2017,8711,8306,405
Zwartewaterland,2018,8817,8414,403
Zwartewaterland,2019,8903,8466,437
Zwartewaterland,2020,8942,8535,407
Zwartewaterland,2021,9013,8612,401
Zwartewaterland,2022,9071,8693,378
Zwartewaterland,2023,9196,8794,402
Zwijndrecht,2012,20154,19430,724
Zwijndrecht,2013,20195,19499,696
Zwijndrecht,2014,20355,19495,860
Zwijndrecht,2015,20356,19547,809
Zwijndrecht,2016,20411,19566,845
Zwijndrecht,2017,20451,19525,926
Zwijndrecht,2018,20394,19607,787
Zwijndrecht,2019,20454,19717,737
Zwijndrecht,2020,20537,19863,674
Zwijndrecht,2021,20720,19938,782
Zwijndrecht,2022,20750,20031,719
Zwijndrecht,2023,20828,20072,756
Zwolle,2012,53314,51298,2016
Zwolle,2013,53978,51981,1997
Zwolle,2014,54274,52399,1875
Zwolle,2015,54761,53050,1711
Zwolle,2016,55473,53891,1582
Zwolle,2017,56066,54425,1641
Zwolle,2018,56595,55084,1511
Zwolle,2019,57730,56125,1605
Zwolle,2020,58492,56910,1582
Zwolle,2021,59491,57851,1640
Zwolle,2022,60228,58516,1712
Zwolle,2023,60475,58864,1611
Bron: CBS,,,,
