"Status van bewoning";"Perioden";"Regio's";"Totale woningvoorraad (aantal)";"Koopwoningen (aantal)";"Huurwoningen/Totaal huurwoningen (aantal)";"Huurwoningen/Eigendom woningcorporatie (aantal)";"Huurwoningen/Eigendom overige verhuurders (aantal)";"Eigendom onbekend (aantal)"
"Totaal";"2017";"Kollumerland en Nieuwkruisland";"    5489";"    3719";"    1727";"    1311";"     416";"      43"
"Totaal";"2018";"Kollumerland en Nieuwkruisland";"    5524";"    3829";"    1654";"    1324";"     330";"      41"
"Totaal";"2019";"Kollumerland en Nieuwkruisland";"";"";"";"";"";""
"Totaal";"2020";"Kollumerland en Nieuwkruisland";"";"";"";"";"";""
"Totaal";"2021";"Kollumerland en Nieuwkruisland";"";"";"";"";"";""
"Totaal";"2022";"Kollumerland en Nieuwkruisland";"";"";"";"";"";""
"Totaal";"2023";"Kollumerland en Nieuwkruisland";"";"";"";"";"";""
"Totaal";"2012";"Korendijk";"    4355";"    3166";"    1169";"     964";"     205";"      20"
"Totaal";"2013";"Korendijk";"    4382";"    3181";"    1195";"     986";"     209";"       6"
"Totaal";"2014";"Korendijk";"    4372";"    3188";"    1181";"     971";"     210";"       3"
"Totaal";"2015";"Korendijk";"    4395";"    3214";"    1178";"     965";"     213";"       3"
"Totaal";"2016";"Korendijk";"    4457";"    3258";"    1194";"     950";"     244";"       5"
"Totaal";"2017";"Korendijk";"    4571";"    3304";"    1264";"     960";"     304";"       3"
"Totaal";"2018";"Korendijk";"    4595";"    3344";"    1245";"     953";"     292";"       6"
"Totaal";"2019";"Korendijk";"";"";"";"";"";""
"Totaal";"2020";"Korendijk";"";"";"";"";"";""
"Totaal";"2021";"Korendijk";"";"";"";"";"";""
"Totaal";"2022";"Korendijk";"";"";"";"";"";""
"Totaal";"2023";"Korendijk";"";"";"";"";"";""
"Totaal";"2012";"Krimpen aan den IJssel";"   12109";"    7042";"    5047";"    4561";"     486";"      20"
"Totaal";"2013";"Krimpen aan den IJssel";"   12461";"    7166";"    5273";"    4773";"     500";"      22"
"Totaal";"2014";"Krimpen aan den IJssel";"   12329";"    7193";"    5017";"    4506";"     511";"     119"
"Totaal";"2015";"Krimpen aan den IJssel";"   12322";"    7215";"    4992";"    4494";"     498";"     115"
"Totaal";"2016";"Krimpen aan den IJssel";"   12318";"    7254";"    4956";"    4476";"     480";"     108"
"Totaal";"2017";"Krimpen aan den IJssel";"   12333";"    7282";"    4943";"    4467";"     476";"     108"
"Totaal";"2018";"Krimpen aan den IJssel";"   12451";"    7326";"    5015";"    4566";"     449";"     110"
"Totaal";"2019";"Krimpen aan den IJssel";"   12527";"    7448";"    5076";"    4506";"     570";"       3"
"Totaal";"2020";"Krimpen aan den IJssel";"   12636";"    7477";"    5158";"    4572";"     586";"       1"
"Totaal";"2021";"Krimpen aan den IJssel";"   12648";"    7512";"    5135";"    4565";"     570";"       1"
"Totaal";"2022";"Krimpen aan den IJssel";"   12575";"    7525";"    5050";"    4478";"     572";"       0"
"Totaal";"2023";"Krimpen aan den IJssel";"   12572";"    7538";"    5034";"    4472";"     562";"       0"
"Totaal";"2012";"Krimpenerwaard";"";"";"";"";"";""
"Totaal";"2013";"Krimpenerwaard";"";"";"";"";"";""
"Totaal";"2014";"Krimpenerwaard";"";"";"";"";"";""
"Totaal";"2015";"Krimpenerwaard";"   23265";"   14607";"    8489";"    6579";"    1910";"     169"
"Totaal";"2016";"Krimpenerwaard";"   23331";"   14830";"    8423";"    6594";"    1829";"      78"
"Totaal";"2017";"Krimpenerwaard";"   23541";"   15080";"    8376";"    6544";"    1832";"      85"
"Totaal";"2018";"Krimpenerwaard";"   23569";"   15355";"    8132";"    6396";"    1736";"      82"
"Totaal";"2019";"Krimpenerwaard";"   23787";"   15658";"    8103";"    6444";"    1659";"      26"
"Totaal";"2020";"Krimpenerwaard";"   23933";"   15767";"    8150";"    6433";"    1717";"      16"
"Totaal";"2021";"Krimpenerwaard";"   23944";"   15841";"    8091";"    6386";"    1705";"      12"
"Totaal";"2022";"Krimpenerwaard";"   24141";"   16059";"    8073";"    6355";"    1718";"       9"
"Totaal";"2023";"Krimpenerwaard";"   24450";"   16266";"    8175";"    6428";"    1747";"       9"
"Totaal";"2012";"Laarbeek";"    8755";"    6021";"    2675";"    2056";"     619";"      59"
"Totaal";"2013";"Laarbeek";"    9125";"    6112";"    2990";"    2284";"     706";"      23"
"Totaal";"2014";"Laarbeek";"    9138";"    6101";"    3007";"    2274";"     733";"      30"
"Totaal";"2015";"Laarbeek";"    9227";"    6182";"    2993";"    2269";"     724";"      52"
"Totaal";"2016";"Laarbeek";"    9237";"    6216";"    2969";"    2229";"     740";"      52"
"Totaal";"2017";"Laarbeek";"    9231";"    6206";"    2976";"    2233";"     743";"      49"
"Totaal";"2018";"Laarbeek";"    9318";"    6434";"    2839";"    2263";"     576";"      45"
"Totaal";"2019";"Laarbeek";"    9446";"    6582";"    2857";"    2268";"     589";"       7"
"Totaal";"2020";"Laarbeek";"    9531";"    6612";"    2916";"    2287";"     629";"       3"
"Totaal";"2021";"Laarbeek";"    9793";"    6805";"    2984";"    2252";"     732";"       4"
"Totaal";"2022";"Laarbeek";"    9855";"    6843";"    3010";"    2275";"     735";"       2"
"Totaal";"2023";"Laarbeek";"    9908";"    6884";"    3023";"    2272";"     751";"       1"
"Totaal";"2012";"Land van Cuijk";"";"";"";"";"";""
"Totaal";"2013";"Land van Cuijk";"";"";"";"";"";""
"Totaal";"2014";"Land van Cuijk";"";"";"";"";"";""
"Totaal";"2015";"Land van Cuijk";"";"";"";"";"";""
"Totaal";"2016";"Land van Cuijk";"";"";"";"";"";""
"Totaal";"2017";"Land van Cuijk";"";"";"";"";"";""
"Totaal";"2018";"Land van Cuijk";"";"";"";"";"";""
"Totaal";"2019";"Land van Cuijk";"";"";"";"";"";""
"Totaal";"2020";"Land van Cuijk";"";"";"";"";"";""
"Totaal";"2021";"Land van Cuijk";"";"";"";"";"";""
"Totaal";"2022";"Land van Cuijk";"   39331";"   26893";"   12329";"    8789";"    3540";"     109"
"Totaal";"2023";"Land van Cuijk";"   39868";"   27304";"   12457";"    8814";"    3643";"     107"
"Totaal";"2012";"Landerd";"    5698";"    4125";"    1533";"    1133";"     400";"      40"
"Totaal";"2013";"Landerd";"    5793";"    4236";"    1534";"    1116";"     418";"      23"
"Totaal";"2014";"Landerd";"    5912";"    4262";"    1552";"    1124";"     428";"      98"
"Totaal";"2015";"Landerd";"    5971";"    4364";"    1512";"    1112";"     400";"      95"
"Totaal";"2016";"Landerd";"    6004";"    4382";"    1548";"    1138";"     410";"      74"
"Totaal";"2017";"Landerd";"    6074";"    4433";"    1568";"    1136";"     432";"      73"
"Totaal";"2018";"Landerd";"    6126";"    4499";"    1542";"    1128";"     414";"      85"
"Totaal";"2019";"Landerd";"    6300";"    4643";"    1654";"    1186";"     468";"       3"
"Totaal";"2020";"Landerd";"    6403";"    4728";"    1675";"    1180";"     495";"       0"
"Totaal";"2021";"Landerd";"    6461";"    4760";"    1701";"    1181";"     520";"       0"
"Totaal";"2022";"Landerd";"";"";"";"";"";""
"Totaal";"2023";"Landerd";"";"";"";"";"";""
"Totaal";"2012";"Landgraaf";"   17833";"   11124";"    6641";"    5064";"    1577";"      68"
"Totaal";"2013";"Landgraaf";"   17899";"   11072";"    6787";"    4999";"    1788";"      40"
"Totaal";"2014";"Landgraaf";"   17969";"   11098";"    6739";"    4994";"    1745";"     132"
"Totaal";"2015";"Landgraaf";"   17897";"   11071";"    6691";"    4909";"    1782";"     135"
"Totaal";"2016";"Landgraaf";"   17923";"   11079";"    6678";"    4852";"    1826";"     166"
"Totaal";"2017";"Landgraaf";"   18038";"   11046";"    6847";"    4939";"    1908";"     145"
"Totaal";"2018";"Landgraaf";"   18128";"   11221";"    6731";"    4978";"    1753";"     176"
"Totaal";"2019";"Landgraaf";"   18139";"   11397";"    6672";"    5098";"    1574";"      70"
"Totaal";"2020";"Landgraaf";"   18142";"   11363";"    6725";"    5097";"    1628";"      54"
"Totaal";"2021";"Landgraaf";"   18152";"   11417";"    6682";"    5095";"    1587";"      53"
"Totaal";"2022";"Landgraaf";"   18133";"   11450";"    6635";"    5073";"    1562";"      48"
"Totaal";"2023";"Landgraaf";"   18139";"   11468";"    6613";"    5054";"    1559";"      58"
"Totaal";"2012";"Landsmeer";"    4391";"    2903";"    1476";"    1185";"     291";"      12"
"Totaal";"2013";"Landsmeer";"    4432";"    2929";"    1492";"    1190";"     302";"      11"
"Totaal";"2014";"Landsmeer";"    4463";"    2928";"    1524";"    1204";"     320";"      11"
"Totaal";"2015";"Landsmeer";"    4646";"    2967";"    1663";"    1280";"     383";"      16"
"Totaal";"2016";"Landsmeer";"    4668";"    3003";"    1651";"    1264";"     387";"      14"
"Totaal";"2017";"Landsmeer";"    4739";"    3044";"    1683";"    1287";"     396";"      12"
"Totaal";"2018";"Landsmeer";"    4835";"    3210";"    1612";"    1287";"     325";"      13"
"Totaal";"2019";"Landsmeer";"    4853";"    3223";"    1623";"    1287";"     336";"       7"
"Totaal";"2020";"Landsmeer";"    4896";"    3249";"    1643";"    1287";"     356";"       4"
"Totaal";"2021";"Landsmeer";"    4897";"    3255";"    1638";"    1288";"     350";"       4"
"Totaal";"2022";"Landsmeer";"    4901";"    3264";"    1633";"    1288";"     345";"       4"
"Totaal";"2023";"Landsmeer";"    4915";"    3256";"    1654";"    1289";"     365";"       5"
"Totaal";"2012";"Langedijk";"   10696";"    8077";"    2605";"    1793";"     812";"      14"
"Totaal";"2013";"Langedijk";"   10773";"    8115";"    2649";"    1804";"     845";"       9"
"Totaal";"2014";"Langedijk";"   10937";"    8129";"    2755";"    2082";"     673";"      53"
"Totaal";"2015";"Langedijk";"   11079";"    8127";"    2898";"    2138";"     760";"      54"
"Totaal";"2016";"Langedijk";"   11295";"    8200";"    3018";"    2183";"     835";"      77"
"Totaal";"2017";"Langedijk";"   11312";"    8212";"    3022";"    2160";"     862";"      78"
"Totaal";"2018";"Langedijk";"   11467";"    8419";"    3006";"    2175";"     831";"      42"
"Totaal";"2019";"Langedijk";"   11567";"    8586";"    2977";"    2306";"     671";"       4"
"Totaal";"2020";"Langedijk";"   11650";"    8643";"    3007";"    2316";"     691";"       0"
"Totaal";"2021";"Langedijk";"   11773";"    8743";"    3030";"    2312";"     718";"       0"
"Totaal";"2022";"Langedijk";"";"";"";"";"";""
"Totaal";"2023";"Langedijk";"";"";"";"";"";""
"Totaal";"2012";"Lansingerland";"   21230";"   15414";"    5670";"    4315";"    1355";"     146"
"Totaal";"2013";"Lansingerland";"   21913";"   15793";"    6003";"    4417";"    1586";"     117"
"Totaal";"2014";"Lansingerland";"   22158";"   15895";"    6117";"    4436";"    1681";"     146"
"Totaal";"2015";"Lansingerland";"   22523";"   16099";"    6230";"    4436";"    1794";"     194"
"Totaal";"2016";"Lansingerland";"   22942";"   16511";"    6278";"    4466";"    1812";"     153"
"Totaal";"2017";"Lansingerland";"   23255";"   16688";"    6401";"    4502";"    1899";"     166"
"Totaal";"2018";"Lansingerland";"   23565";"   17062";"    6350";"    4489";"    1861";"     153"
"Totaal";"2019";"Lansingerland";"   23802";"   17459";"    6324";"    4565";"    1759";"      19"
"Totaal";"2020";"Lansingerland";"   24249";"   17766";"    6443";"    4578";"    1865";"      40"
"Totaal";"2021";"Lansingerland";"   24686";"   18049";"    6563";"    4638";"    1925";"      74"
"Totaal";"2022";"Lansingerland";"   24828";"   18242";"    6558";"    4633";"    1925";"      28"
"Totaal";"2023";"Lansingerland";"   24865";"   18320";"    6538";"    4577";"    1961";"       7"
"Totaal";"2012";"Laren (NH.)";"    4971";"    3432";"    1511";"     876";"     635";"      28"
"Totaal";"2013";"Laren (NH.)";"    5161";"    3456";"    1601";"     898";"     703";"     104"
"Totaal";"2014";"Laren (NH.)";"    5166";"    3417";"    1678";"     897";"     781";"      71"
"Totaal";"2015";"Laren (NH.)";"    5167";"    3422";"    1678";"     897";"     781";"      67"
"Totaal";"2016";"Laren (NH.)";"    5181";"    3456";"    1665";"     897";"     768";"      60"
"Totaal";"2017";"Laren (NH.)";"    5244";"    3451";"    1665";"     876";"     789";"     128"
"Totaal";"2018";"Laren (NH.)";"    5269";"    3559";"    1581";"     896";"     685";"     129"
"Totaal";"2019";"Laren (NH.)";"    5280";"    3616";"    1607";"     808";"     799";"      57"
"Totaal";"2020";"Laren (NH.)";"    5400";"    3617";"    1761";"     913";"     848";"      22"
"Totaal";"2021";"Laren (NH.)";"    5441";"    3666";"    1751";"     918";"     833";"      24"
"Totaal";"2022";"Laren (NH.)";"    5445";"    3696";"    1711";"     908";"     803";"      38"
"Totaal";"2023";"Laren (NH.)";"    5475";"    3709";"    1750";"     919";"     831";"      16"
"Totaal";"2012";"Leek";"    8057";"    5286";"    2704";"    1931";"     773";"      67"
"Totaal";"2013";"Leek";"    8308";"    5336";"    2951";"    2062";"     889";"      21"
"Totaal";"2014";"Leek";"    8367";"    5336";"    3009";"    2130";"     879";"      22"
"Totaal";"2015";"Leek";"    8412";"    5394";"    2986";"    2191";"     795";"      32"
"Totaal";"2016";"Leek";"    8498";"    5377";"    3111";"    2151";"     960";"      10"
"Totaal";"2017";"Leek";"    8587";"    5504";"    3073";"    2154";"     919";"      10"
"Totaal";"2018";"Leek";"    8614";"    5586";"    3008";"    2153";"     855";"      20"
"Totaal";"2019";"Leek";"";"";"";"";"";""
"Totaal";"2020";"Leek";"";"";"";"";"";""
"Totaal";"2021";"Leek";"";"";"";"";"";""
"Totaal";"2022";"Leek";"";"";"";"";"";""
"Totaal";"2023";"Leek";"";"";"";"";"";""
"Totaal";"2012";"Leerdam";"    8480";"    4365";"    4053";"    3517";"     536";"      62"
"Totaal";"2013";"Leerdam";"    8544";"    4400";"    4109";"    3549";"     560";"      35"
"Totaal";"2014";"Leerdam";"    8686";"    4434";"    4163";"    3528";"     635";"      89"
"Totaal";"2015";"Leerdam";"    8565";"    4497";"    4004";"    3373";"     631";"      64"
"Totaal";"2016";"Leerdam";"    8757";"    4599";"    4095";"    3352";"     743";"      63"
"Totaal";"2017";"Leerdam";"    8762";"    4670";"    4034";"    3270";"     764";"      58"
"Totaal";"2018";"Leerdam";"    8875";"    4791";"    4025";"    3264";"     761";"      59"
"Totaal";"2019";"Leerdam";"";"";"";"";"";""
"Totaal";"2020";"Leerdam";"";"";"";"";"";""
"Totaal";"2021";"Leerdam";"";"";"";"";"";""
"Totaal";"2022";"Leerdam";"";"";"";"";"";""
"Totaal";"2023";"Leerdam";"";"";"";"";"";""
"Totaal";"2012";"Leeuwarden";"   46778";"   23056";"   23324";"   15596";"    7728";"     398"
"Totaal";"2013";"Leeuwarden";"   47727";"   23234";"   24162";"   15755";"    8407";"     331"
"Totaal";"2014";"Leeuwarden";"   53112";"   26389";"   26352";"   17294";"    9058";"     371"
"Totaal";"2015";"Leeuwarden";"   53792";"   26325";"   27109";"   17461";"    9648";"     358"
"Totaal";"2016";"Leeuwarden";"   54245";"   26296";"   27491";"   17333";"   10158";"     458"
"Totaal";"2017";"Leeuwarden";"   54461";"   26481";"   27553";"   17254";"   10299";"     427"
"Totaal";"2018";"Leeuwarden";"   60905";"   30872";"   29512";"   18217";"   11295";"     521"
"Totaal";"2019";"Leeuwarden";"   61492";"   31934";"   29248";"   18505";"   10743";"     310"
"Totaal";"2020";"Leeuwarden";"   62599";"   32063";"   30360";"   18307";"   12053";"     176"
"Totaal";"2021";"Leeuwarden";"   63066";"   32126";"   30814";"   18231";"   12583";"     126"
"Totaal";"2022";"Leeuwarden";"   63988";"   32509";"   31389";"   18399";"   12990";"      90"
"Totaal";"2023";"Leeuwarden";"   64684";"   32765";"   31880";"   18334";"   13546";"      39"
"Totaal";"2012";"Leeuwarderadeel";"    4256";"    3196";"    1056";"     851";"     205";"       4"
"Totaal";"2013";"Leeuwarderadeel";"    4267";"    3187";"    1077";"     851";"     226";"       3"
"Totaal";"2014";"Leeuwarderadeel";"    4325";"    3193";"    1089";"     840";"     249";"      43"
"Totaal";"2015";"Leeuwarderadeel";"    4341";"    3209";"    1088";"     835";"     253";"      44"
"Totaal";"2016";"Leeuwarderadeel";"    4352";"    3206";"    1098";"     824";"     274";"      48"
"Totaal";"2017";"Leeuwarderadeel";"    4353";"    3219";"    1090";"     819";"     271";"      44"
"Totaal";"2018";"Leeuwarderadeel";"";"";"";"";"";""
"Totaal";"2019";"Leeuwarderadeel";"";"";"";"";"";""
"Totaal";"2020";"Leeuwarderadeel";"";"";"";"";"";""
"Totaal";"2021";"Leeuwarderadeel";"";"";"";"";"";""
"Totaal";"2022";"Leeuwarderadeel";"";"";"";"";"";""
"Totaal";"2023";"Leeuwarderadeel";"";"";"";"";"";""
"Totaal";"2012";"Leiden";"   53611";"   24240";"   28470";"   18872";"    9598";"     901"
"Totaal";"2013";"Leiden";"   54400";"   24526";"   29311";"   19441";"    9870";"     563"
"Totaal";"2014";"Leiden";"   55202";"   24732";"   29977";"   19820";"   10157";"     493"
"Totaal";"2015";"Leiden";"   55231";"   25132";"   29657";"   19849";"    9808";"     442"
"Totaal";"2016";"Leiden";"   56636";"   25484";"   30663";"   19501";"   11162";"     489"
"Totaal";"2017";"Leiden";"   57476";"   25599";"   31276";"   19772";"   11504";"     601"
"Totaal";"2018";"Leiden";"   58079";"   25348";"   32152";"   19576";"   12576";"     579"
"Totaal";"2019";"Leiden";"   59088";"   25801";"   33151";"   19898";"   13253";"     136"
"Totaal";"2020";"Leiden";"   59832";"   25683";"   34044";"   19957";"   14087";"     105"
"Totaal";"2021";"Leiden";"   60538";"   25506";"   34932";"   19906";"   15026";"     100"
"Totaal";"2022";"Leiden";"   61605";"   25636";"   35907";"   19944";"   15963";"      62"
"Totaal";"2023";"Leiden";"   62598";"   25834";"   36686";"   20122";"   16564";"      78"
"Totaal";"2012";"Leiderdorp";"   11838";"    7308";"    4503";"    3075";"    1428";"      27"
"Totaal";"2013";"Leiderdorp";"   11843";"    7402";"    4420";"    3104";"    1316";"      21"
"Totaal";"2014";"Leiderdorp";"   11891";"    7455";"    4411";"    2888";"    1523";"      25"
"Totaal";"2015";"Leiderdorp";"   11958";"    7556";"    4384";"    3087";"    1297";"      18"
"Totaal";"2016";"Leiderdorp";"   12016";"    7598";"    4348";"    3061";"    1287";"      70"
"Totaal";"2017";"Leiderdorp";"   12068";"    7690";"    4343";"    3078";"    1265";"      35"
"Totaal";"2018";"Leiderdorp";"   12118";"    7806";"    4294";"    3079";"    1215";"      18"
"Totaal";"2019";"Leiderdorp";"   12121";"    7878";"    4239";"    3009";"    1230";"       4"
"Totaal";"2020";"Leiderdorp";"   12119";"    7899";"    4214";"    2971";"    1243";"       6"
