period,region,mean_value
2020*,Menaldumadeel,
1997,Menameradiel,
1998,Menameradiel,
1999,Menameradiel,
2000,Menameradiel,
2001,Menameradiel,
2002,Menameradiel,
2003,Menameradiel,
2004,Menameradiel,
2005,Menameradiel,
2006,Menameradiel,
2007,Menameradiel,
2008,Menameradiel,
2009,Menameradiel,
2010,Menameradiel,
2011,Menameradiel,188.0
2012,Menameradiel,185.0
2013,Menameradiel,177.0
2014,Menameradiel,167.0
2015,Menameradiel,163.0
2016,Menameradiel,164.0
2017,Menameradiel,167.0
2018**,Menameradiel,
2019*,Menameradiel,
2020*,Menameradiel,
1997,Menterwolde,52.0
1998,Menterwolde,53.0
1999,Menterwolde,54.0
2000,Menterwolde,56.0
2001,Menterwolde,92.0
2002,Menterwolde,93.0
2003,Menterwolde,94.0
2004,Menterwolde,95.0
2005,Menterwolde,152.0
2006,Menterwolde,151.0
2007,Menterwolde,159.0
2008,Menterwolde,169.0
2009,Menterwolde,176.0
2010,Menterwolde,177.0
2011,Menterwolde,174.0
2012,Menterwolde,172.0
2013,Menterwolde,168.0
2014,Menterwolde,156.0
2015,Menterwolde,145.0
2016,Menterwolde,143.0
2017,Menterwolde,164.0
2018**,Menterwolde,
2019*,Menterwolde,
2020*,Menterwolde,
1997,Meppel,67.0
1998,Meppel,70.0
1999,Meppel,70.0
2000,Meppel,71.0
2001,Meppel,106.0
2002,Meppel,107.0
2003,Meppel,107.0
2004,Meppel,107.0
2005,Meppel,176.0
2006,Meppel,176.0
2007,Meppel,193.0
2008,Meppel,205.0
2009,Meppel,213.0
2010,Meppel,213.0
2011,Meppel,210.0
2012,Meppel,203.0
2013,Meppel,197.0
2014,Meppel,190.0
2015,Meppel,182.0
2016,Meppel,182.0
2017,Meppel,186.0
2018**,Meppel,190.0
2019*,Meppel,200.0
2020*,Meppel,213.0
1997,Middelburg (Z.),71.0
1998,Middelburg (Z.),72.0
1999,Middelburg (Z.),72.0
2000,Middelburg (Z.),72.0
2001,Middelburg (Z.),102.0
2002,Middelburg (Z.),103.0
2003,Middelburg (Z.),104.0
2004,Middelburg (Z.),104.0
2005,Middelburg (Z.),137.0
2006,Middelburg (Z.),137.0
2007,Middelburg (Z.),161.0
2008,Middelburg (Z.),172.0
2009,Middelburg (Z.),178.0
2010,Middelburg (Z.),178.0
2011,Middelburg (Z.),176.0
2012,Middelburg (Z.),188.0
2013,Middelburg (Z.),184.0
2014,Middelburg (Z.),177.0
2015,Middelburg (Z.),172.0
2016,Middelburg (Z.),172.0
2017,Middelburg (Z.),177.0
2018**,Middelburg (Z.),181.0
2019*,Middelburg (Z.),190.0
2020*,Middelburg (Z.),201.0
1997,Middelharnis,78.0
1998,Middelharnis,78.0
1999,Middelharnis,78.0
2000,Middelharnis,79.0
2001,Middelharnis,119.0
2002,Middelharnis,120.0
2003,Middelharnis,120.0
2004,Middelharnis,121.0
2005,Middelharnis,182.0
2006,Middelharnis,184.0
2007,Middelharnis,207.0
2008,Middelharnis,217.0
2009,Middelharnis,236.0
2010,Middelharnis,233.0
2011,Middelharnis,229.0
2012,Middelharnis,223.0
2013,Middelharnis,
2014,Middelharnis,
2015,Middelharnis,
2016,Middelharnis,
2017,Middelharnis,
2018**,Middelharnis,
2019*,Middelharnis,
2020*,Middelharnis,
1997,Midden-Delfland,
1998,Midden-Delfland,
1999,Midden-Delfland,
2000,Midden-Delfland,
2001,Midden-Delfland,
2002,Midden-Delfland,
2003,Midden-Delfland,
2004,Midden-Delfland,175.0
2005,Midden-Delfland,269.0
2006,Midden-Delfland,272.0
2007,Midden-Delfland,294.0
2008,Midden-Delfland,308.0
2009,Midden-Delfland,317.0
2010,Midden-Delfland,326.0
2011,Midden-Delfland,317.0
2012,Midden-Delfland,307.0
2013,Midden-Delfland,297.0
2014,Midden-Delfland,281.0
2015,Midden-Delfland,276.0
2016,Midden-Delfland,280.0
2017,Midden-Delfland,282.0
2018**,Midden-Delfland,304.0
2019*,Midden-Delfland,326.0
2020*,Midden-Delfland,356.0
1997,Midden-Drenthe,
1998,Midden-Drenthe,
1999,Midden-Drenthe,
2000,Midden-Drenthe,72.0
2001,Midden-Drenthe,125.0
2002,Midden-Drenthe,125.0
2003,Midden-Drenthe,125.0
2004,Midden-Drenthe,127.0
2005,Midden-Drenthe,182.0
2006,Midden-Drenthe,188.0
2007,Midden-Drenthe,207.0
2008,Midden-Drenthe,218.0
2009,Midden-Drenthe,226.0
2010,Midden-Drenthe,228.0
2011,Midden-Drenthe,227.0
2012,Midden-Drenthe,222.0
2013,Midden-Drenthe,213.0
2014,Midden-Drenthe,202.0
2015,Midden-Drenthe,194.0
2016,Midden-Drenthe,192.0
2017,Midden-Drenthe,196.0
2018**,Midden-Drenthe,201.0
2019*,Midden-Drenthe,212.0
2020*,Midden-Drenthe,225.0
1997,Midden-Groningen,
1998,Midden-Groningen,
1999,Midden-Groningen,
2000,Midden-Groningen,
2001,Midden-Groningen,
2002,Midden-Groningen,
2003,Midden-Groningen,
2004,Midden-Groningen,
2005,Midden-Groningen,
2006,Midden-Groningen,
2007,Midden-Groningen,
2008,Midden-Groningen,
2009,Midden-Groningen,
2010,Midden-Groningen,
2011,Midden-Groningen,
2012,Midden-Groningen,
2013,Midden-Groningen,
2014,Midden-Groningen,
2015,Midden-Groningen,
2016,Midden-Groningen,
2017,Midden-Groningen,
2018**,Midden-Groningen,153.0
2019*,Midden-Groningen,168.0
2020*,Midden-Groningen,172.0
1997,Middenveld,
1998,Middenveld,71.0
1999,Middenveld,72.0
2000,Middenveld,
2001,Middenveld,
2002,Middenveld,
2003,Middenveld,
2004,Middenveld,
2005,Middenveld,
2006,Middenveld,
2007,Middenveld,
2008,Middenveld,
2009,Middenveld,
2010,Middenveld,
2011,Middenveld,
2012,Middenveld,
2013,Middenveld,
2014,Middenveld,
2015,Middenveld,
2016,Middenveld,
2017,Middenveld,
2018**,Middenveld,
2019*,Middenveld,
2020*,Middenveld,
1997,Mierlo,106.0
1998,Mierlo,106.0
1999,Mierlo,107.0
2000,Mierlo,107.0
2001,Mierlo,175.0
2002,Mierlo,
2003,Mierlo,
2004,Mierlo,
2005,Mierlo,
2006,Mierlo,
2007,Mierlo,
2008,Mierlo,
2009,Mierlo,
2010,Mierlo,
2011,Mierlo,
2012,Mierlo,
2013,Mierlo,
2014,Mierlo,
2015,Mierlo,
2016,Mierlo,
2017,Mierlo,
2018**,Mierlo,
2019*,Mierlo,
2020*,Mierlo,
1997,Mill en Sint Hubert,105.0
1998,Mill en Sint Hubert,104.0
1999,Mill en Sint Hubert,104.0
2000,Mill en Sint Hubert,104.0
2001,Mill en Sint Hubert,178.0
2002,Mill en Sint Hubert,179.0
2003,Mill en Sint Hubert,180.0
2004,Mill en Sint Hubert,181.0
2005,Mill en Sint Hubert,266.0
2006,Mill en Sint Hubert,267.0
2007,Mill en Sint Hubert,292.0
2008,Mill en Sint Hubert,305.0
2009,Mill en Sint Hubert,311.0
2010,Mill en Sint Hubert,305.0
2011,Mill en Sint Hubert,293.0
2012,Mill en Sint Hubert,282.0
2013,Mill en Sint Hubert,271.0
2014,Mill en Sint Hubert,255.0
2015,Mill en Sint Hubert,247.0
2016,Mill en Sint Hubert,238.0
2017,Mill en Sint Hubert,243.0
2018**,Mill en Sint Hubert,249.0
2019*,Mill en Sint Hubert,261.0
2020*,Mill en Sint Hubert,272.0
1997,Millingen aan de Rijn,61.0
1998,Millingen aan de Rijn,63.0
1999,Millingen aan de Rijn,63.0
2000,Millingen aan de Rijn,63.0
2001,Millingen aan de Rijn,139.0
2002,Millingen aan de Rijn,140.0
2003,Millingen aan de Rijn,140.0
2004,Millingen aan de Rijn,140.0
2005,Millingen aan de Rijn,205.0
2006,Millingen aan de Rijn,204.0
2007,Millingen aan de Rijn,213.0
2008,Millingen aan de Rijn,221.0
2009,Millingen aan de Rijn,222.0
2010,Millingen aan de Rijn,218.0
2011,Millingen aan de Rijn,210.0
2012,Millingen aan de Rijn,203.0
2013,Millingen aan de Rijn,192.0
2014,Millingen aan de Rijn,178.0
2015,Millingen aan de Rijn,
2016,Millingen aan de Rijn,
2017,Millingen aan de Rijn,
2018**,Millingen aan de Rijn,
2019*,Millingen aan de Rijn,
2020*,Millingen aan de Rijn,
1997,Moerdijk,
1998,Moerdijk,
1999,Moerdijk,82.0
2000,Moerdijk,82.0
2001,Moerdijk,142.0
2002,Moerdijk,143.0
2003,Moerdijk,144.0
2004,Moerdijk,145.0
2005,Moerdijk,201.0
2006,Moerdijk,200.0
2007,Moerdijk,222.0
2008,Moerdijk,235.0
2009,Moerdijk,244.0
2010,Moerdijk,242.0
2011,Moerdijk,230.0
2012,Moerdijk,226.0
2013,Moerdijk,222.0
2014,Moerdijk,213.0
2015,Moerdijk,206.0
2016,Moerdijk,207.0
2017,Moerdijk,211.0
2018**,Moerdijk,219.0
2019*,Moerdijk,227.0
2020*,Moerdijk,242.0
1997,Molenlanden,
1998,Molenlanden,
1999,Molenlanden,
2000,Molenlanden,
2001,Molenlanden,
2002,Molenlanden,
2003,Molenlanden,
2004,Molenlanden,
2005,Molenlanden,
2006,Molenlanden,
2007,Molenlanden,
2008,Molenlanden,
2009,Molenlanden,
2010,Molenlanden,
2011,Molenlanden,
2012,Molenlanden,
2013,Molenlanden,
2014,Molenlanden,
2015,Molenlanden,
2016,Molenlanden,
2017,Molenlanden,
2018**,Molenlanden,
2019*,Molenlanden,275.0
2020*,Molenlanden,287.0
1997,Molenwaard,
1998,Molenwaard,
1999,Molenwaard,
2000,Molenwaard,
2001,Molenwaard,
2002,Molenwaard,
2003,Molenwaard,
2004,Molenwaard,
2005,Molenwaard,
2006,Molenwaard,
2007,Molenwaard,
2008,Molenwaard,
2009,Molenwaard,
2010,Molenwaard,
2011,Molenwaard,
2012,Molenwaard,
2013,Molenwaard,260.0
2014,Molenwaard,246.0
2015,Molenwaard,241.0
2016,Molenwaard,240.0
2017,Molenwaard,244.0
2018**,Molenwaard,249.0
2019*,Molenwaard,
2020*,Molenwaard,
1997,Monster,94.0
1998,Monster,94.0
1999,Monster,95.0
2000,Monster,96.0
2001,Monster,147.0
2002,Monster,
2003,Monster,
2004,Monster,
2005,Monster,
2006,Monster,
2007,Monster,
2008,Monster,
2009,Monster,
2010,Monster,
2011,Monster,
2012,Monster,
2013,Monster,
2014,Monster,
2015,Monster,
2016,Monster,
2017,Monster,
2018**,Monster,
2019*,Monster,
2020*,Monster,
1997,Montferland,
1998,Montferland,
1999,Montferland,
2000,Montferland,
2001,Montferland,
2002,Montferland,
2003,Montferland,
2004,Montferland,
2005,Montferland,225.0
2006,Montferland,226.0
2007,Montferland,243.0
2008,Montferland,255.0
2009,Montferland,261.0
2010,Montferland,261.0
2011,Montferland,255.0
2012,Montferland,235.0
2013,Montferland,223.0
2014,Montferland,208.0
2015,Montferland,198.0
2016,Montferland,195.0
2017,Montferland,196.0
2018**,Montferland,202.0
2019*,Montferland,208.0
2020*,Montferland,218.0
1997,Montfoort,90.0
1998,Montfoort,90.0
1999,Montfoort,89.0
2000,Montfoort,91.0
2001,Montfoort,170.0
2002,Montfoort,170.0
2003,Montfoort,173.0
2004,Montfoort,174.0
2005,Montfoort,259.0
2006,Montfoort,260.0
2007,Montfoort,272.0
2008,Montfoort,291.0
2009,Montfoort,307.0
2010,Montfoort,311.0
2011,Montfoort,299.0
2012,Montfoort,298.0
2013,Montfoort,288.0
2014,Montfoort,263.0
2015,Montfoort,254.0
2016,Montfoort,256.0
2017,Montfoort,260.0
2018**,Montfoort,272.0
2019*,Montfoort,291.0
2020*,Montfoort,313.0
1997,Mook en Middelaar,118.0
1998,Mook en Middelaar,119.0
1999,Mook en Middelaar,119.0
2000,Mook en Middelaar,119.0
2001,Mook en Middelaar,189.0
2002,Mook en Middelaar,190.0
2003,Mook en Middelaar,190.0
2004,Mook en Middelaar,188.0
2005,Mook en Middelaar,287.0
2006,Mook en Middelaar,286.0
2007,Mook en Middelaar,302.0
2008,Mook en Middelaar,316.0
2009,Mook en Middelaar,327.0
2010,Mook en Middelaar,326.0
2011,Mook en Middelaar,318.0
2012,Mook en Middelaar,310.0
2013,Mook en Middelaar,295.0
2014,Mook en Middelaar,276.0
2015,Mook en Middelaar,261.0
2016,Mook en Middelaar,258.0
2017,Mook en Middelaar,265.0
2018**,Mook en Middelaar,277.0
2019*,Mook en Middelaar,291.0
2020*,Mook en Middelaar,308.0
1997,Moordrecht,83.0
1998,Moordrecht,83.0
1999,Moordrecht,84.0
2000,Moordrecht,86.0
2001,Moordrecht,152.0
2002,Moordrecht,153.0
2003,Moordrecht,154.0
2004,Moordrecht,153.0
2005,Moordrecht,221.0
2006,Moordrecht,224.0
2007,Moordrecht,238.0
2008,Moordrecht,256.0
2009,Moordrecht,259.0
2010,Moordrecht,
2011,Moordrecht,
2012,Moordrecht,
2013,Moordrecht,
2014,Moordrecht,
2015,Moordrecht,
2016,Moordrecht,
2017,Moordrecht,
2018**,Moordrecht,
2019*,Moordrecht,
2020*,Moordrecht,
1997,Muiden,105.0
1998,Muiden,105.0
1999,Muiden,106.0
2000,Muiden,106.0
2001,Muiden,219.0
2002,Muiden,219.0
2003,Muiden,218.0
2004,Muiden,218.0
2005,Muiden,314.0
2006,Muiden,313.0
2007,Muiden,327.0
2008,Muiden,358.0
2009,Muiden,372.0
2010,Muiden,372.0
2011,Muiden,362.0
2012,Muiden,353.0
2013,Muiden,332.0
2014,Muiden,306.0
2015,Muiden,298.0
2016,Muiden,
2017,Muiden,
2018**,Muiden,
2019*,Muiden,
2020*,Muiden,
1997,Naaldwijk,94.0
1998,Naaldwijk,95.0
1999,Naaldwijk,96.0
2000,Naaldwijk,98.0
2001,Naaldwijk,154.0
2002,Naaldwijk,
2003,Naaldwijk,
2004,Naaldwijk,
2005,Naaldwijk,
2006,Naaldwijk,
2007,Naaldwijk,
2008,Naaldwijk,
2009,Naaldwijk,
2010,Naaldwijk,
2011,Naaldwijk,
2012,Naaldwijk,
2013,Naaldwijk,
2014,Naaldwijk,
2015,Naaldwijk,
2016,Naaldwijk,
2017,Naaldwijk,
2018**,Naaldwijk,
2019*,Naaldwijk,
2020*,Naaldwijk,
1997,Naarden,147.0
1998,Naarden,145.0
1999,Naarden,145.0
2000,Naarden,145.0
2001,Naarden,244.0
2002,Naarden,244.0
2003,Naarden,245.0
2004,Naarden,245.0
2005,Naarden,352.0
2006,Naarden,354.0
2007,Naarden,379.0
2008,Naarden,419.0
2009,Naarden,436.0
2010,Naarden,442.0
2011,Naarden,428.0
2012,Naarden,413.0
2013,Naarden,390.0
2014,Naarden,367.0
2015,Naarden,367.0
2016,Naarden,
2017,Naarden,
2018**,Naarden,
2019*,Naarden,
2020*,Naarden,
1997,Neder-Betuwe,
1998,Neder-Betuwe,
1999,Neder-Betuwe,
2000,Neder-Betuwe,
2001,Neder-Betuwe,
2002,Neder-Betuwe,
2003,Neder-Betuwe,
2004,Neder-Betuwe,157.0
2005,Neder-Betuwe,232.0
2006,Neder-Betuwe,231.0
2007,Neder-Betuwe,247.0
2008,Neder-Betuwe,258.0
2009,Neder-Betuwe,264.0
2010,Neder-Betuwe,265.0
2011,Neder-Betuwe,256.0
2012,Neder-Betuwe,249.0
2013,Neder-Betuwe,237.0
2014,Neder-Betuwe,220.0
2015,Neder-Betuwe,214.0
2016,Neder-Betuwe,213.0
2017,Neder-Betuwe,224.0
2018**,Neder-Betuwe,232.0
2019*,Neder-Betuwe,246.0
2020*,Neder-Betuwe,260.0
1997,Nederhorst den Berg,133.0
1998,Nederhorst den Berg,133.0
1999,Nederhorst den Berg,133.0
2000,Nederhorst den Berg,134.0
2001,Nederhorst den Berg,196.0
2002,Nederhorst den Berg,
2003,Nederhorst den Berg,
2004,Nederhorst den Berg,
2005,Nederhorst den Berg,
2006,Nederhorst den Berg,
2007,Nederhorst den Berg,
2008,Nederhorst den Berg,
2009,Nederhorst den Berg,
2010,Nederhorst den Berg,
2011,Nederhorst den Berg,
2012,Nederhorst den Berg,
2013,Nederhorst den Berg,
2014,Nederhorst den Berg,
2015,Nederhorst den Berg,
2016,Nederhorst den Berg,
2017,Nederhorst den Berg,
2018**,Nederhorst den Berg,
2019*,Nederhorst den Berg,
2020*,Nederhorst den Berg,
1997,Nederlek,77.0
1998,Nederlek,77.0
1999,Nederlek,78.0
2000,Nederlek,78.0
2001,Nederlek,145.0
2002,Nederlek,146.0
2003,Nederlek,146.0
2004,Nederlek,146.0
2005,Nederlek,212.0
2006,Nederlek,212.0
2007,Nederlek,236.0
2008,Nederlek,251.0
2009,Nederlek,258.0
2010,Nederlek,258.0
2011,Nederlek,243.0
2012,Nederlek,242.0
2013,Nederlek,236.0
2014,Nederlek,218.0
2015,Nederlek,
2016,Nederlek,
2017,Nederlek,
2018**,Nederlek,
2019*,Nederlek,
2020*,Nederlek,
1997,Nederweert,104.0
1998,Nederweert,103.0
1999,Nederweert,105.0
2000,Nederweert,105.0
2001,Nederweert,167.0
2002,Nederweert,167.0
2003,Nederweert,168.0
2004,Nederweert,168.0
2005,Nederweert,225.0
2006,Nederweert,227.0
2007,Nederweert,243.0
2008,Nederweert,255.0
2009,Nederweert,264.0
2010,Nederweert,267.0
2011,Nederweert,258.0
2012,Nederweert,249.0
2013,Nederweert,241.0
2014,Nederweert,237.0
2015,Nederweert,228.0
2016,Nederweert,233.0
2017,Nederweert,236.0
2018**,Nederweert,247.0
2019*,Nederweert,263.0
2020*,Nederweert,281.0
1997,Neede,71.0
1998,Neede,71.0
1999,Neede,72.0
2000,Neede,73.0
2001,Neede,131.0
2002,Neede,
2003,Neede,
2004,Neede,
2005,Neede,
2006,Neede,
2007,Neede,
2008,Neede,
2009,Neede,
2010,Neede,
2011,Neede,
2012,Neede,
2013,Neede,
2014,Neede,
2015,Neede,
2016,Neede,
2017,Neede,
2018**,Neede,
2019*,Neede,
2020*,Neede,
1997,Neerijnen,105.0
1998,Neerijnen,105.0
1999,Neerijnen,105.0
2000,Neerijnen,105.0
2001,Neerijnen,165.0
2002,Neerijnen,166.0
2003,Neerijnen,166.0
2004,Neerijnen,166.0
2005,Neerijnen,260.0
2006,Neerijnen,259.0
2007,Neerijnen,273.0
2008,Neerijnen,300.0
2009,Neerijnen,308.0
2010,Neerijnen,312.0
2011,Neerijnen,308.0
2012,Neerijnen,300.0
2013,Neerijnen,290.0
2014,Neerijnen,271.0
2015,Neerijnen,260.0
2016,Neerijnen,257.0
2017,Neerijnen,260.0
2018**,Neerijnen,261.0
2019*,Neerijnen,
2020*,Neerijnen,
1997,Niedorp,78.0
1998,Niedorp,79.0
1999,Niedorp,79.0
2000,Niedorp,79.0
2001,Niedorp,141.0
2002,Niedorp,141.0
2003,Niedorp,141.0
2004,Niedorp,142.0
2005,Niedorp,225.0
2006,Niedorp,223.0
2007,Niedorp,242.0
2008,Niedorp,261.0
2009,Niedorp,270.0
2010,Niedorp,273.0
2011,Niedorp,270.0
2012,Niedorp,
2013,Niedorp,
2014,Niedorp,
2015,Niedorp,
2016,Niedorp,
2017,Niedorp,
2018**,Niedorp,
2019*,Niedorp,
2020*,Niedorp,
1997,Nieuwegein,78.0
1998,Nieuwegein,79.0
1999,Nieuwegein,80.0
2000,Nieuwegein,81.0
2001,Nieuwegein,139.0
2002,Nieuwegein,139.0
2003,Nieuwegein,139.0
2004,Nieuwegein,139.0
2005,Nieuwegein,194.0
2006,Nieuwegein,194.0
2007,Nieuwegein,207.0
2008,Nieuwegein,222.0
2009,Nieuwegein,232.0
2010,Nieuwegein,233.0
2011,Nieuwegein,228.0
2012,Nieuwegein,224.0
2013,Nieuwegein,218.0
2014,Nieuwegein,206.0
2015,Nieuwegein,197.0
2016,Nieuwegein,197.0
2017,Nieuwegein,202.0
2018**,Nieuwegein,214.0
2019*,Nieuwegein,235.0
2020*,Nieuwegein,252.0
1997,Nieuwerkerk aan den IJssel,101.0
1998,Nieuwerkerk aan den IJssel,102.0
1999,Nieuwerkerk aan den IJssel,103.0
2000,Nieuwerkerk aan den IJssel,103.0
2001,Nieuwerkerk aan den IJssel,149.0
2002,Nieuwerkerk aan den IJssel,151.0
2003,Nieuwerkerk aan den IJssel,151.0
2004,Nieuwerkerk aan den IJssel,152.0
2005,Nieuwerkerk aan den IJssel,228.0
2006,Nieuwerkerk aan den IJssel,228.0
2007,Nieuwerkerk aan den IJssel,241.0
2008,Nieuwerkerk aan den IJssel,255.0
2009,Nieuwerkerk aan den IJssel,264.0
2010,Nieuwerkerk aan den IJssel,
2011,Nieuwerkerk aan den IJssel,
2012,Nieuwerkerk aan den IJssel,
2013,Nieuwerkerk aan den IJssel,
2014,Nieuwerkerk aan den IJssel,
2015,Nieuwerkerk aan den IJssel,
2016,Nieuwerkerk aan den IJssel,
2017,Nieuwerkerk aan den IJssel,
2018**,Nieuwerkerk aan den IJssel,
2019*,Nieuwerkerk aan den IJssel,
2020*,Nieuwerkerk aan den IJssel,
1997,Nieuwkoop,103.0
1998,Nieuwkoop,104.0
1999,Nieuwkoop,105.0
2000,Nieuwkoop,105.0
2001,Nieuwkoop,199.0
2002,Nieuwkoop,200.0
2003,Nieuwkoop,200.0
2004,Nieuwkoop,200.0
2005,Nieuwkoop,276.0
2006,Nieuwkoop,277.0
2007,Nieuwkoop,290.0
2008,Nieuwkoop,310.0
2009,Nieuwkoop,315.0
2010,Nieuwkoop,320.0
2011,Nieuwkoop,312.0
2012,Nieuwkoop,306.0
2013,Nieuwkoop,290.0
2014,Nieuwkoop,277.0
2015,Nieuwkoop,266.0
2016,Nieuwkoop,269.0
2017,Nieuwkoop,274.0
2018**,Nieuwkoop,282.0
2019*,Nieuwkoop,298.0
2020*,Nieuwkoop,321.0
1997,Nieuw-Lekkerland,71.0
1998,Nieuw-Lekkerland,71.0
1999,Nieuw-Lekkerland,71.0
2000,Nieuw-Lekkerland,72.0
2001,Nieuw-Lekkerland,125.0
2002,Nieuw-Lekkerland,126.0
2003,Nieuw-Lekkerland,126.0
2004,Nieuw-Lekkerland,128.0
2005,Nieuw-Lekkerland,189.0
2006,Nieuw-Lekkerland,191.0
2007,Nieuw-Lekkerland,209.0
2008,Nieuw-Lekkerland,226.0
2009,Nieuw-Lekkerland,235.0
2010,Nieuw-Lekkerland,232.0
2011,Nieuw-Lekkerland,224.0
2012,Nieuw-Lekkerland,220.0
2013,Nieuw-Lekkerland,
2014,Nieuw-Lekkerland,
2015,Nieuw-Lekkerland,
2016,Nieuw-Lekkerland,
2017,Nieuw-Lekkerland,
2018**,Nieuw-Lekkerland,
2019*,Nieuw-Lekkerland,
2020*,Nieuw-Lekkerland,
1997,Nieuwleusen,86.0
1998,Nieuwleusen,85.0
1999,Nieuwleusen,86.0
2000,Nieuwleusen,86.0
2001,Nieuwleusen,
2002,Nieuwleusen,
2003,Nieuwleusen,
2004,Nieuwleusen,
2005,Nieuwleusen,
2006,Nieuwleusen,
2007,Nieuwleusen,
2008,Nieuwleusen,
2009,Nieuwleusen,
2010,Nieuwleusen,
2011,Nieuwleusen,
2012,Nieuwleusen,
2013,Nieuwleusen,
2014,Nieuwleusen,
2015,Nieuwleusen,
2016,Nieuwleusen,
2017,Nieuwleusen,
2018**,Nieuwleusen,
2019*,Nieuwleusen,
2020*,Nieuwleusen,
1997,Nijefurd,55.0
1998,Nijefurd,57.0
1999,Nijefurd,59.0
2000,Nijefurd,60.0
2001,Nijefurd,108.0
2002,Nijefurd,109.0
2003,Nijefurd,109.0
2004,Nijefurd,110.0
2005,Nijefurd,174.0
2006,Nijefurd,174.0
2007,Nijefurd,186.0
2008,Nijefurd,197.0
2009,Nijefurd,204.0
2010,Nijefurd,205.0
2011,Nijefurd,
2012,Nijefurd,
2013,Nijefurd,
2014,Nijefurd,
2015,Nijefurd,
2016,Nijefurd,
2017,Nijefurd,
2018**,Nijefurd,
2019*,Nijefurd,
2020*,Nijefurd,
1997,Nijeveen,80.0
1998,Nijeveen,
1999,Nijeveen,
2000,Nijeveen,
2001,Nijeveen,
2002,Nijeveen,
2003,Nijeveen,
2004,Nijeveen,
2005,Nijeveen,
2006,Nijeveen,
2007,Nijeveen,
2008,Nijeveen,
2009,Nijeveen,
2010,Nijeveen,
2011,Nijeveen,
2012,Nijeveen,
2013,Nijeveen,
2014,Nijeveen,
2015,Nijeveen,
2016,Nijeveen,
2017,Nijeveen,
2018**,Nijeveen,
2019*,Nijeveen,
2020*,Nijeveen,
1997,Nijkerk,91.0
1998,Nijkerk,91.0
1999,Nijkerk,92.0
2000,Nijkerk,101.0
2001,Nijkerk,170.0
2002,Nijkerk,171.0
2003,Nijkerk,170.0
2004,Nijkerk,171.0
2005,Nijkerk,254.0
2006,Nijkerk,256.0
2007,Nijkerk,271.0
2008,Nijkerk,285.0
2009,Nijkerk,292.0
2010,Nijkerk,302.0
2011,Nijkerk,298.0
2012,Nijkerk,287.0
2013,Nijkerk,281.0
2014,Nijkerk,263.0
2015,Nijkerk,260.0
2016,Nijkerk,261.0
2017,Nijkerk,268.0
2018**,Nijkerk,285.0
2019*,Nijkerk,307.0
2020*,Nijkerk,329.0
1997,Nijmegen,69.0
1998,Nijmegen,70.0
1999,Nijmegen,70.0
2000,Nijmegen,70.0
2001,Nijmegen,121.0
2002,Nijmegen,121.0
2003,Nijmegen,121.0
2004,Nijmegen,122.0
2005,Nijmegen,183.0
2006,Nijmegen,184.0
2007,Nijmegen,201.0
2008,Nijmegen,214.0
2009,Nijmegen,221.0
2010,Nijmegen,222.0
2011,Nijmegen,216.0
2012,Nijmegen,209.0
2013,Nijmegen,201.0
2014,Nijmegen,191.0
2015,Nijmegen,185.0
2016,Nijmegen,188.0
2017,Nijmegen,194.0
2018**,Nijmegen,205.0
2019*,Nijmegen,233.0
2020*,Nijmegen,252.0
1997,Nissewaard,
1998,Nissewaard,
1999,Nissewaard,
2000,Nissewaard,
2001,Nissewaard,
2002,Nissewaard,
2003,Nissewaard,
2004,Nissewaard,
2005,Nissewaard,
2006,Nissewaard,
2007,Nissewaard,
2008,Nissewaard,
2009,Nissewaard,
2010,Nissewaard,
2011,Nissewaard,
2012,Nissewaard,
2013,Nissewaard,
2014,Nissewaard,
2015,Nissewaard,162.0
2016,Nissewaard,164.0
2017,Nissewaard,167.0
2018**,Nissewaard,173.0
2019*,Nissewaard,184.0
2020*,Nissewaard,201.0
1997,Noardeast-Fryslân,
1998,Noardeast-Fryslân,
1999,Noardeast-Fryslân,
2000,Noardeast-Fryslân,
2001,Noardeast-Fryslân,
2002,Noardeast-Fryslân,
2003,Noardeast-Fryslân,
2004,Noardeast-Fryslân,
2005,Noardeast-Fryslân,
2006,Noardeast-Fryslân,
2007,Noardeast-Fryslân,
2008,Noardeast-Fryslân,
2009,Noardeast-Fryslân,
2010,Noardeast-Fryslân,
2011,Noardeast-Fryslân,
2012,Noardeast-Fryslân,
2013,Noardeast-Fryslân,
2014,Noardeast-Fryslân,
2015,Noardeast-Fryslân,
2016,Noardeast-Fryslân,
2017,Noardeast-Fryslân,
2018**,Noardeast-Fryslân,
2019*,Noardeast-Fryslân,165.0
2020*,Noardeast-Fryslân,172.0
1997,Noord-Beveland,72.0
1998,Noord-Beveland,72.0
1999,Noord-Beveland,72.0
2000,Noord-Beveland,73.0
2001,Noord-Beveland,107.0
2002,Noord-Beveland,108.0
2003,Noord-Beveland,109.0
2004,Noord-Beveland,110.0
2005,Noord-Beveland,165.0
2006,Noord-Beveland,167.0
2007,Noord-Beveland,199.0
2008,Noord-Beveland,213.0
2009,Noord-Beveland,218.0
2010,Noord-Beveland,216.0
2011,Noord-Beveland,210.0
2012,Noord-Beveland,207.0
2013,Noord-Beveland,200.0
2014,Noord-Beveland,196.0
2015,Noord-Beveland,190.0
2016,Noord-Beveland,187.0
2017,Noord-Beveland,194.0
2018**,Noord-Beveland,201.0
